node_id,type,text,level,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
Q_595,Query,,query,,,,"Hi,
I was working in a interior firm, I had verbally given a resignation and have serve the notice period and have also collected my experience letter. Its been 8 months , the company is still withholding 2 months salary citing company financial loss ( company is still running). i have also approached labor  officer regarding this. Now i have heard the firm wants to file a case against me. is this possible and on what basis they can file it since i have followed all the norms.( Bangalore, Karnataka )","Hi,If an employer doesn't pay up your salary, you can approach the labour commissioner. They will help you to reconcile this matter and if no solution is reached labour commissioner will hand over this matter to the court whereby a case against your employer may be pursued. If you found this helpful, please rate us.","Hi,If an employer doesn't pay up your salary, you can approach the labour commissioner. They will help you to reconcile this matter and if no solution is reached labour commissioner will hand over this matter to the court whereby a case against your employer may be pursued. If you found this helpful, please rate us.","Hi,If the employer denies to pay you your full and final settlement then you can send him a legal notice demanding the said payment and if he still denies then, you can file a recovery suit in the civil court. If you found this helpful, please rate us."
Q_596,Query,,query,,,,"My husband passed away during the settelment of his pf pension which is still pending. Now the employer approved the form with the pf account no and EPFO is denying that the pf account was closed in 2007 and shifted to different account. 
How do I know the whole story and circumstances under which my husband's account got closed and transferred and all the transactions and shares done by the employer?( Ahmedabad, Gujarat )","Dear Sir,Get file application under RTI Act and then approach the High Court.For full procedure contact me on mobile through Vidhikarya.Rate me Five Star *Please visit the following link.https://vidhikarya.com/LawyerRating/9506c43f5d0b2d266a07","Dear Sir,Get file application under RTI Act and then approach the High Court.For full procedure contact me on mobile through Vidhikarya.Rate me Five Star *Please visit the following link.https://vidhikarya.com/LawyerRating/9506c43f5d0b2d266a07","Dear Madam,From the account of your late husband and from the Office of PF Commissioner of your State .Shanti Ranjan BeheraAdvocate"
Q_597,Query,,query,,,,"My wife is an officer in a PSU Bank in Kolkata. She got promoted and was transferred to Durgapur. She was pregnant during that time with serious complications leading towards miscarriage and was advised complete bed rest by doctors. She had submitted all the medical reports and doctor's prescription to her office, requesting a favorable consideration in posting in the same city on medical grounds so that she doesn't need to shift in such condition. She had submitted several representations to her office requesting the same but not a single one of them were answered. Her seniors refused to meet her every time in spite of several requests . They never tried to listen to her problems and showed no empathy even on human grounds. She was eventually forcefully transferred. So my question is, does she have any relevant grounds to go against her administration legally? If yes, then please help me go through the procedure. 

Regards.( Kolkata, West Bengal )","Dear client i am sorry to hear that. Since your wife is pregnant, I assume she is on maternity leave.  And since she is on maternity leave her transfer will technically happen once she join back her office.","Dear client i am sorry to hear that. Since your wife is pregnant, I assume she is on maternity leave.  And since she is on maternity leave her transfer will technically happen once she join back her office.","Dear client i am sorry to hear that. Since your wife is pregnant, I assume she is on maternity leave.  And since she is on maternity leave her transfer will technically happen once she join back her office."
Q_598,Query,,query,,,,"Mera passport rpo office me review dikha rha kuch help milega sir ji( Sultanpur, Uttar Pradesh )","Dear Client,Your query requires more details to address it suitably. You expressed your situation but not a cause of action that attracts a legal remedy. It is a virtual platform where in the absence of a specific cause of action suitable legal remedies cannot be suggested based on the standalone situation/circumstances. So, please revert to us with more details and a cause of action that requires a legal remedy.","Dear Sir,You have not given clarity in your question. Re write your question and re post with more details so that many of the legal experts can answer your question.","Dear Sir,You have not given clarity in your question. Re write your question and re post with more details so that many of the legal experts can answer your question."
Q_599,Query,,query,,,,"My employer not given 2 months payment. Made a bond of 100 on it full payment be given till 25/01/2023. And we both employer and i signed. as of today hes still not given me my payment. how should i legally proceeds further?( Mumbai, Maharashtra )","Dear Client,You can send a legal notice to the concerned person and even after that if they are not paying then you can proceed with a suit.","Dear Client,You can send a legal notice to the concerned person and even after that if they are not paying then you can proceed with a suit.","Dear Client,You can send a legal notice to the concerned person and even after that if they are not paying then you can proceed with a suit."
Q_600,Query,,query,,,,"I have served my 3 months notice period and handed over the laptop/accessories .Now I have joined the MNC, they require Experience letter but my previous company is not responding to my calls/emails( Gurgaon, Haryana )","Dear client, in my humble suggestion, if something is your right, then you can very much claim it before the Court.","Dear client, in my humble suggestion, if something is your right, then you can very much claim it before the Court.","Dear client, in my humble suggestion, if something is your right, then you can very much claim it before the Court."
Q_601,Query,,query,,,,"MY my previous employer not giving the last month salary and full and final settlement amount. It has been already 5-6 months since I left the company.

They will not reply via email and via calls, the HR says that she does not have any info from the CEO.

What can be done to get that money?( Kolkata, West Bengal )",You need to send notice to your previous employer for the dues as per the terms of your appointment letter. If not responded in 10 days or they refuse to pay then you can file application with labour court of the district for directions to them to pay along with interest and compensation.,"Take legal recourse in writing, send legal notice through Lawyer.",Send legal notice through lawyer
Q_602,Query,,query,,,,"hi . my husband was expired in 2003 and he was worked in central government and 2004 government was given job to me .my question is, whether i can take voluntarily retirement  and give my job to my son .( Hyderabad, Telangana )","you can approach to the departmental head and get the procedure done accordingly.If you realize my professional skills, the time & efforts put in by me needs to be truly appreciated, and then Please “CLICK MY LIKES/ THUMBS UP/GIFT” button shown below this reply format & also CLICK/ WRITE a “REVIEW” in 5 star as I have answered your query in detail. Hope this information is usefulADV. ANISH PALKAR (High Court)","Hi,You will have to contact the concerned department in your office to get get your query addressed.","Hi,That would depend upon the terms and condition of the job. Please enquire with the concerned department regarding the same."
Q_603,Query,,query,,,,"I was hired in a company under contract of employment for 3 months as At -will employment my contract for employment of 3 months will end do I need to serve notice period even after completion of contract period , and not signed on any extension of contract period or employment confirmation of agreement.

What if I have received an email from the company for employment confirmation letter even before contract ends and not signed on that as well and I will to discontinue employment after 3 months contact 
 
Do I face any trouble as per below terms

19. Termination of Employment

Termination Provisions will be as provided in the employment agreement. The company reserves the right to terminate employment with immediate effect based on disciplinary and legal grounds without giving any notice to the employee. However, for the sake of clarity, your employment with the Company is 'At Will employment and you will be required to provide a minimum of Two (2) months' notice period (both for confirmed employees and for employees under probation).

Notice period must be served fully, and no leaves will be entertained/adjusted against your notice period. If taken any leaves, due to emergency/unavoidable circumstances, there will be an extension in the Notice Period.

The company holds the right to withhold the full and final settlement as well as the relieving documents if the notice policy is not adhered to.

20.1: Loss of Notice Period

In case of your discontinuation from employment without providing/serving the stipulated period of notice, you agree the fact that you shall compensate the amount equivalent to your two months of your gross salary for confirmed employees and for employees under probation as a penalty towards absconding/loss of business revenue. Upon your failure to adhere, the Company reserves the right to proceedas per law( Bangalore, Karnataka )","Dear Client,Contractual employment ceases on the expiry of the specified period and further renewal of the said contract depends upon the acceptance of the employee to whom it is offered. A 3 months tenure of employment is neither considered a probationer nor a permanent employee, so the question of serving of notice period does not arise or apply to a contractual employee. So, the terms of contractual employment are an almost biased and pro-employer contract and can be challenged by invoking section 27 of the Indian Contract Act, 1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement or contract will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment for facilitating filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/management can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter.","Dear Client,Your contract specifies a 3-month term.Unless you have signed an extension or explicitly agreed to the continuation of employment, the contract ends at the 3-month mark.Receiving an employment confirmation letter via email does not bind you unless you have explicitly agreed or signed it.Your actions (e.g., continuing work post the contract period) might, however, imply acceptance, so avoid ambiguity by formally communicating your decision to discontinue.The clause mentions a 2-month notice period applicable to probationary and confirmed employees.If your contract ends naturally after 3 months and you choose not to continue, you should not need to serve any notice unless there is a provision that requires it post-contract expiration.Actions to be taken:Carefully check for any clauses that mention automatic renewal or implied continuity of employment after the 3-month term.Ensure no language binds you to serve a notice period if you are discontinuing after the natural end of the contract.Before the Contract ends, send an official resignation or discontinuation letter/email stating The 3-month contract is coming to an end and You will not be extending or continuing employment beyond the agreed term.Confirm with HR that the notice period clause does not apply to your situation since your contract is ending naturally and there is no extension.Maintain all documentation, including your initial contract, the unsigned confirmation letter, and your resignation email/letter.If the company raises a dispute, these documents will support your case.If the company withholds your dues or relieving letter, file a formal complaint with the Labour Department of Karnataka.Regards","Dear Client,Contractual employment ceases on the expiry of the specified period and further renewal of the said contract depends upon the acceptance of the employee to whom it is offered. A 3 months tenure of employment is neither considered a probationer nor a permanent employee, so the question of serving of notice period does not arise or apply to a contractual employee. So, the terms of contractual employment are an almost biased and pro-employer contract and can be challenged by invoking section 27 of the Indian Contract Act, 1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement or contract will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment for facilitating filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/management can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter."
Q_604,Query,,query,,,,"Me and my brother had same qualification both are worked in central government job in same designation. Recently my brother died in his working place. My query is can I get his job on his working place. I'm having the qualifications of my brother's job. And im also working in central government but in different place.( Aligarh, Uttar Pradesh )","Dear ClientI don't think that there is any provision like that wherein one brother, who is working in the same job, can get the job of another brother post his demise. You need to find out from the organization whether this can be done but I am of the opinion that it may not be possible.","Dear Sir,If it is gazetted officer post then you may not get it and you will lose your service if you try for that job. Anyway you may try for it by approaching Service Tribunal or High Court.","Dear Sir,If it is gazetted officer post then you may not get it and you will lose your service if you try for that job. Anyway you may try for it by approaching Service Tribunal or High Court."
Q_605,Query,,query,,,,"Due to dual employment and overlapping of 86 days, I got fired from my current organisation. Now the tricky part is that I am getting rejected from every company because of this. Is this end of my software career? How can I rectify this?( Hyderabad, Telangana )","Dear Client,Background verification(BGV) is a process many organizations carry out in order to verify the information provided by the candidate during hiring. Verification of EPFO records through UAN is critical for conducting employee background checks because it allows employers to confirm that their employees are not using false or stolen identities to gain employment. It is commonly observed that many companies safeguard their interest by having a conditional clause in the employment agreement to the effect that the appointment of the candidate may be subject to termination in case of a failed BGV report, which is a good business practice. Once you fail in a background verification of an organization then they will definitely list you in their blacklist, so that you cannot get a job in that particular company and their branches. In case of a negative background verification check an employer can even reject the employment of the candidate. The Factories Act, 1948, and the Industrial Employment (Standing Order) Rules, 1946, prohibit adult workers from engaging in dual employment. For correction of an overlapping period of 86 days, you need to visit the regional office of the PF Commissioner and get the anomalies in PF records corrected following the procedure as advised by the EPF Authority otherwise you may face the consequences as explained herein above. If required, you may escalate your grievance before PF Appellate Tribunal with the assistance of an Advocate for a resolution in the matter.","Dear Client,Background verification(BGV) is a process many organizations carry out in order to verify the information provided by the candidate during hiring. Verification of EPFO records through UAN is critical for conducting employee background checks because it allows employers to confirm that their employees are not using false or stolen identities to gain employment. It is commonly observed that many companies safeguard their interest by having a conditional clause in the employment agreement to the effect that the appointment of the candidate may be subject to termination in case of a failed BGV report, which is a good business practice. Once you fail in a background verification of an organization then they will definitely list you in their blacklist, so that you cannot get a job in that particular company and their branches. In case of a negative background verification check an employer can even reject the employment of the candidate. The Factories Act, 1948, and the Industrial Employment (Standing Order) Rules, 1946, prohibit adult workers from engaging in dual employment. For correction of an overlapping period of 86 days, you need to visit the regional office of the PF Commissioner and get the anomalies in PF records corrected following the procedure as advised by the EPF Authority otherwise you may face the consequences as explained herein above. If required, you may escalate your grievance before PF Appellate Tribunal with the assistance of an Advocate for a resolution in the matter.","Dear Sir,You may start independent venture and forget about employment in any company. The software world is very vast and you need not to be slave under any Boss of any MNC company."
Q_606,Query,,query,,,,"I worked in a reputed CBSE school in Ghaziabad.I served in the school for 1 year.But I was terminated and they served me with a 1 month notice peroid.Suppose 21 feburary 2019 I was served the notice.

And I worked in the school for (example 25 March 2018-21 March 2019).In the experience letter they have mentioned only for 11 months stating that it is a CBSE rule that if a person is served with a notice peroid then, in the experience letter they would mention the date of joining till the date when the notice was given.

Is there any such rule by CBSE and if not can i take any legal action ?( Delhi, Delhi )","Hi,This usually depends upon school to school and according to the employment agreement.If you find this answer helpful, please rate us.","Hi,The rule may vary from school to school, and as well upon your employment agreement.If you find this answer helpful, please rate us.","Hi,The rule may vary from school to school, and as well upon your employment agreement.If you find this answer helpful, please rate us."
Q_607,Query,,query,,,,"My father income is 4.5 lakh (business source) and my 1.5 lakh because I also working in pvt. Company. I wasn't know about that parents income consider as obc ncl. Mistakely I mentioned my own income 1.5 lakh during apply for obc ncl. Currently This certificate submitted at government recruiter. Can it creat any problem in future after joining?( Gaya, Bihar )","Dear client,In order to qualify as an OBC non-creamy layer candidate, the applicant's parents' annual income should be less than Rs. 8 lakhs. Salary and agricultural income are not to be considered as income for calculating annual income for creamy layer statusTherefore, your income will not create any issue in the future.","Dear client,In order to qualify as an OBC non-creamy layer candidate, the applicant's parents' annual income should be less than Rs. 8 lakhs. Salary and agricultural income are not to be considered as income for calculating annual income for creamy layer statusTherefore, your income will not create any issue in the future.","Dear client,In order to qualify as an OBC non-creamy layer candidate, the applicant's parents' annual income should be less than Rs. 8 lakhs. Salary and agricultural income are not to be considered as income for calculating annual income for creamy layer statusTherefore, your income will not create any issue in the future."
Q_608,Query,,query,,,,"My previous employer has not paid me pending payments worth Rs. 1,00,000. I have approached the CEO multiple times, he keeps saying we don't have money right now. It has already been 2 months, what should I do?( Bangalore, Karnataka )",Dear Sir/madamYou have to get issue a legal notice then file a money recovery suit for above amount with interest and compensation for mental torture.,"send the previous employer a legal notice for making payment of the outstanding amount along with applicable interest,send copy of the legal notice to the concerned department/ROC also","Dear Sir,Need to send a legal notice to concern CFO for non payment of F&F.In case of any further assistance  please get back to me.ThanksAdv. Satej More"
Q_609,Query,,query,,,,"Sir ,
i have resigned from job on 17.10.2019 by a letter dated 17.10.2019 with immediate effect. however company provided one month salary  but no release letter . in fact company meanwhile prevented me from joining new workplace by issuing new employer that "" due to some official liabilities  the said employee cannot be released from duty . but  if any misconduct has been done from my side  rather than initiating disciplinary proceedings  the former employer keep it watching silently without taking any action and not communicated to me the same but alleging of unauthorised absent . however tendering resignation and unauthorised absentism from duty are not same. but if the grievous charges like unauthorised absentism occured then it should must be subject to inititate disciplinary action but authority keep remain silent. i had requested sevaral times to release me from duty but authority did not pay heed to it. through a RTI letter i have asked authority that whether my resignation has been accepted? they informed me through a letter that "" no such information is available""  in a nutshell still now no disciplinary proceedings initiated , despite of that prevented me to join other workplace , indirectly they are approaching me to join them again. this is the fact . now i want to know that does i am entitled to get notional benefits along with pay and arrears for the whole time ? no work no pay principle will apply in this case or not? do i am eligible for reinstatement?( North 24 Parganas, West Bengal )","Dear Client,From the contents of your query, it prima facie appears that your employer has engaged them in an unfair labour practice. Once an employee tenders his resignation, an employer cannot hold it in abeyance for an indefinite period without any cogent or valid reason. Even if an employee commits any misconduct, an employer should initiate a domestic inquiry into the said misconduct and take action based on the result of the inquiry. So, delay in time-bound action itself proves the ulterior motives of the employer to victimize an employee. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels an employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid and to be void on contest. The employee has the right to resign from the employment for a better opportunity, even if there is a non-compete clause in the contract of employment or if he/she has agreed to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret or technical know-how then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract) and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you were not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then after serving a legal notice to the Company, reach out to the office of the concerned Labour Commissioner for filing a complaint against the employer over alleged unfair labour practice to resolve the grievance. But, if you were holding the position of Manager or Administrator in the Company, you have to file a civil suit before the Civil Court for desired relief in the matter. Feel free to contact our legal team of expert professionals, if required, to navigate the issue in the right way.","Dear Client,The company can legally can not do so but also some companies may not have any rules or guidelines to give out the release letter at all. it is advisable to send out a legal notice to the company and intimate them of filing  suit for compensation for mental torture and others.","Dear Client,The company can legally can not do so but also some companies may not have any rules or guidelines to give out the release letter at all. it is advisable to send out a legal notice to the company and intimate them of filing  suit for compensation for mental torture and others."
Q_610,Query,,query,,,,"Is there any way to rejoin my state govt job after 3 years of resignation And I didn’t get my financial dues from government( Varanasi, Uttar Pradesh )","Hello Client,Sorry to inform you that you can not rejoin your government service after you gave your resignation to them and they have accepted.You may file a suit in labour court to get your financial dues from govt through an advocate.Thanks & Regards","Hello Client,Sorry to inform you that you can not rejoin your government service after you gave your resignation to them and they have accepted.You may file a suit in labour court to get your financial dues from govt through an advocate.Thanks & Regards",Dear ClientSorry to say but you can not join your resigned Government Job back because once resignation is accepted employer and employee relation ship gets end. It even does not matter  how hard you have worked for them.Hope it helps.
