node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
HKG::Q_276,Query,,HKG,query,Q_276,,,,,"As per my employment letter I am supposed to give 30 days notice. I have already given the notice my employer is saying they will mark my leaving as absconding as I have not even stayed for a year. There is no clause that I have to stay 1 year. Is it legal for employer to hold my salary and relieving letter on the basis that I want to move to another company for career growth. If they can do it can I leave Immediately if they can mark as absconding without serving notice.( Bangalore, Karnataka )","Hello,You have to complete the notice period for getting your reliveing letter, till then you cannot count it as an experience for anothe job role and neither will be any Full and final settlement.","Hello,You have to complete the notice period for getting your reliveing letter, till then you cannot count it as an experience for anothe job role and neither will be any Full and final settlement.","Hello,You have to complete the notice period for getting your reliveing letter, till then you cannot count it as an experience for anothe job role and neither will be any Full and final settlement."
HKG::Q_277,Query,,HKG,query,Q_277,,,,,"I resigned my job while i was in training period of 9 months in karnataka prison dept and there was no any employment bond signed by me and while resigning i paid back all salary drawn by me during training ,as i was quitting job before completion of 5 years i paid 8 to 9 months of salary including salary for election duty (5k) and KGID NPS money  back to the prison dept.. is it possible to ask 50% of money back from the dept.. i dont know what to do as its a government department.. how to get atleast 50% of money which i have paid back.. i have some 7 to 8 lakh loan and I m a farmer's son.. now my financial condition is very bad.. how can i claim money back ? Is there any ways?  Thank you( Belgaum, Karnataka )","Dear Sir,It all depends upon the terms of service complaint that is Karnataka Civil Service Rules. Normally no such refund will be made.",You should have read the service conditions before returning the amount. Since you have performed the duties while employed with them so you should have got some remuneration. Try to meet a local lawyer and seek his advice and if need be file a case.,You should have read the service conditions before returning the amount. Since you have performed the duties while employed with them so you should have got some remuneration. Try to meet a local lawyer and seek his advice and if need be file a case.
HKG::Q_278,Query,,HKG,query,Q_278,,,,,"Hi,
My company deducted salary by 50% since April 2020 due to lickdown however, we were on work from home since March 20, 2020. We have been working full hours all monday to friday and even alternate Saturday.
Is there any law or notification which can help my employer in labour court?
What are my legal rights apart from my deducted salary
Note: my employer is from delhi just incase jurisdiction makes any difference.( South Delhi, Delhi )","Hi,Unfortunately, unless you are a workman (daily wage earner), your employer is free to cut your salary as per the terms of your employment contract. There was an order passed by the Ministry of Home Affairs on 29.03.2020 stating that wages had to be paid in full by both private and government employers, but this is exclusively applicable to daily wage labourers.As an employee, you have the right to take leave, receive timely salary, maternity benefit, protection from harassment, receive gratuity, provident fund and give notice. There is also a right to appropriate working hours, but this would be determined by the terms of your employment contract as well.","is it bonded labour ?you are locked in your house and made to work ?if not happy for 50% salary then WHICH LAW stopped you from resigning then searching law for deducted salary.Hope this clarifies,Advocate Ankur Goel","is it bonded labour ?you are locked in your house and made to work ?if not happy for 50% salary then WHICH LAW stopped you from resigning then searching law for deducted salary.Hope this clarifies,Advocate Ankur Goel"
HKG::forced_labour,Concept,,HKG,,forced_labour,,,,,,,,
HKG::Q_279,Query,,HKG,query,Q_279,,,,,"i am internship student in an IT Company and before joined the company they made me sign on a Black and White A4 size paper on which company Bond terms and conditions was written, They told me about the Bond Term after all the interview process of 2 and  half month. They disclose the service bond term to me at very last moment when i have no chance left to neglect the company internship. They created such environment in front of me. 
On official record i was allowed for an internship  for mini 4 and max 6 months by my university as i was final year Btech CSE Student then. On last day of my internship i resign and decided not to continue with the company, 
After my this resignation Email to the company Owners, they started sending me Legal notice of compensation of 80k rupees and also they with hold my last month 25,000 rupees. Now the matter is in civil court of my district in which company mention that company incurred a lose of 4,80,000 rupees  because of his resignation although i was working on the project whose client was not decided yet. Company is practising malfunction against me. 
What should i say to the civil judge on my hearing, Kindly make a list with the proper acts and Rule.
Thankyou.( Hissar, Haryana )","Dear Client,In the absence of any specific terms in the internship contract/agreement specifying that the intern, if tendered his resignation during the course of the internship, has to pay back the expenses incurred on his training/skill development, the Company cannot demand that from the intern and in that case such action may be deemed unfair labour practices on the part of the Company. A service/employment bond itself does not create any relationship between an employer and an employee unless and until it is followed by the essential steps required to make the Bond valid and enforceable under the law. The validity of Employment bonds can be challenged based on Section 27 of the Indian Contract Act,1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement (employment bond) will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. The action of the Company prima facie appears to be victimization and unfair labour practice. When you quit the company on the last day of your internship that does not attract any hefty amount of compensation as claimed by the Company, so, let them prove their actual loss or damages caused for tendering resignation by an intern on the LWD of the internship. If required, reach out to an Advocate experienced in service matters for guidance and steps.","Dear Client,In the absence of any specific terms in the internship contract/agreement specifying that the intern, if tendered his resignation during the course of the internship, has to pay back the expenses incurred on his training/skill development, the Company cannot demand that from the intern and in that case such action may be deemed unfair labour practices on the part of the Company. A service/employment bond itself does not create any relationship between an employer and an employee unless and until it is followed by the essential steps required to make the Bond valid and enforceable under the law. The validity of Employment bonds can be challenged based on Section 27 of the Indian Contract Act,1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement (employment bond) will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. The action of the Company prima facie appears to be victimization and unfair labour practice. When you quit the company on the last day of your internship that does not attract any hefty amount of compensation as claimed by the Company, so, let them prove their actual loss or damages caused for tendering resignation by an intern on the LWD of the internship. If required, reach out to an Advocate experienced in service matters for guidance and steps.","Dear Client,In the absence of any specific terms in the internship contract/agreement specifying that the intern, if tendered his resignation during the course of the internship, has to pay back the expenses incurred on his training/skill development, the Company cannot demand that from the intern and in that case such action may be deemed unfair labour practices on the part of the Company. A service/employment bond itself does not create any relationship between an employer and an employee unless and until it is followed by the essential steps required to make the Bond valid and enforceable under the law. The validity of Employment bonds can be challenged based on Section 27 of the Indian Contract Act,1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement (employment bond) will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. The action of the Company prima facie appears to be victimization and unfair labour practice. When you quit the company on the last day of your internship that does not attract any hefty amount of compensation as claimed by the Company, so, let them prove their actual loss or damages caused for tendering resignation by an intern on the LWD of the internship. If required, reach out to an Advocate experienced in service matters for guidance and steps."
HKG::Q_280,Query,,HKG,query,Q_280,,,,,"I worked for a fitness centre for one month that claimed to be registered... I joined there as a trainer and this was only verbal.. no agreement or offer letter was provided... After joining as trainer, the started sales pressure...and expected me to do sales and calls... Since this was not that we spoke, I decided to quit the job and informed them about it... They agreed my resignation verbally.. however they are not willing to pay my salary.. first the asked me to come on 6th .. then they said after 5 days, now they are holding it  until 20th saying that is the company rule... No where this was discussed earlier.. despite talking to the owner, they are holding back my salary for no valid reason.. how to proceed here..( Bangalore, Karnataka )","Dear Client,If you're classified as a workman under the Industrial Dispute Act and facing unfair labor practices, serve a legal notice to the company and file a complaint with the Labor Commissioner or Inspector of Shops and Establishment. You can also file an application under section 33C(2) of the Industrial Dispute Act at the Labor Court to claim dues upon resignation. However, if you hold a managerial or administrative position, you'd need to file a civil suit in the Civil Court for relief.","Dear Client,If you're classified as a workman under the Industrial Dispute Act and facing unfair labor practices, serve a legal notice to the company and file a complaint with the Labor Commissioner or Inspector of Shops and Establishment. You can also file an application under section 33C(2) of the Industrial Dispute Act at the Labor Court to claim dues upon resignation. However, if you hold a managerial or administrative position, you'd need to file a civil suit in the Civil Court for relief.","Dear Client,If you're classified as a workman under the Industrial Dispute Act and facing unfair labor practices, serve a legal notice to the company and file a complaint with the Labor Commissioner or Inspector of Shops and Establishment. You can also file an application under section 33C(2) of the Industrial Dispute Act at the Labor Court to claim dues upon resignation. However, if you hold a managerial or administrative position, you'd need to file a civil suit in the Civil Court for relief."
HKG::Q_281,Query,,HKG,query,Q_281,,,,,"I'm working in software company as a developer, During my joining there was no policy regarding you can't resign after project assigned. Later they came with policy that you can't resign from the company for the three months if a project is assigned to you and if you don't resign for some period of time after three months, you can't resign for next six months and so on.
Could you please consult me if it is legally correct or not?
Can i resign from the company if my bond tenure is over?( Noida, Uttar Pradesh )","Dear Client,It is illegal and perverse to cast a condition for tendering resignation from the Company. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels an employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid and to be void on contest. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels an employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid and to be void on contest.The employee has the right to resign from the employment for a better opportunity, even if there is a non-compete clause in the contract of employment or if he/she has agreed to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret or technical know-how then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract) and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you were not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then after serving a legal notice to the Company, reach out to the office of the concerned Labour Commissioner for filing a complaint against the employer over alleged unfair labour practice to resolve the grievance. But, if you were holding the position of Manager or Administrator in the Company, you have to file a civil suit before the Civil Court for desired relief in the matter. Feel free to contact our legal team of expert professionals, if required, to navigate the issue in the right way.","Dear Client,The Company cannot force you to continue in the project unless you have signed an agreement in that regard. Rejecting the resignation letter and imposing a pre-condition to accept the same is illegal and accounts for unfair labor practices. According to Section 27 of the Indian Contract Act,1872, the terms and conditions of an agreement that directly or indirectly compels an employee to serve the employer or puts a restriction on them from joining the competitor or other employer are void to that extent. It also includes non-compete clauses, which limit the person's ability to choose their field of work. So, in this situation, if you are covered under the definition of workmen in Section 2(s) of the I D Act, then you can file a complaint to the State Labour Commissioner for unfair labor practice. But, if you hold the position of a Manager/Supervisor in the company, you have to file a suit before the jurisdictional court and seek appropriate remedy. If required, you can consult an advocate for advice and assistance in the matter.Hope it helps.Thank you.","Dear Client,The Company cannot force you to continue in the project unless you have signed an agreement in that regard. Rejecting the resignation letter and imposing a pre-condition to accept the same is illegal and accounts for unfair labor practices. According to Section 27 of the Indian Contract Act,1872, the terms and conditions of an agreement that directly or indirectly compels an employee to serve the employer or puts a restriction on them from joining the competitor or other employer are void to that extent. It also includes non-compete clauses, which limit the person's ability to choose their field of work. So, in this situation, if you are covered under the definition of workmen in Section 2(s) of the I D Act, then you can file a complaint to the State Labour Commissioner for unfair labor practice. But, if you hold the position of a Manager/Supervisor in the company, you have to file a suit before the jurisdictional court and seek appropriate remedy. If required, you can consult an advocate for advice and assistance in the matter.Hope it helps.Thank you."
HKG::Q_282,Query,,HKG,query,Q_282,,,,,"I was given form filling job from Crystal hi tech solutions company from Gujarat. I started my work on 25 th which got blocked on 26th. They demanded 3500/- which I paid. But now again the account got blocked. They have made an agreement. Took my Digi signature and my aadhar card copy also. Now came to know that it's sunrise techno solutions company. It's a fraud company. What should I do now?( Bangalore, Karnataka )","Hi,If you have become a victim of job fraud this is what can be done. First and foremost you should lodge a complaint at your nearest police station. The police station has a special cyber cell group which is expert in dealing such crimes. You can either submit the complaint through email or letter.","Hi,If you have become a victim of job fraud this is what can be done. First and foremost you should lodge a complaint at your nearest police station. The police station has a special cyber cell group which is expert in dealing such crimes. You can either submit the complaint through email or letter.","Hi,If you have become a victim of job fraud this is what can be done. First and foremost you should lodge a complaint at your nearest police station. The police station has a special cyber cell group which is expert in dealing such crimes. You can either submit the complaint through email or letter."
HKG::Q_283,Query,,HKG,query,Q_283,,,,,"My previous company has withheld my pending bonus amount quoting change in variable structure retroactively. I do not have a formal letter indicating my bonus amount but just an excel sheet which covers revenue milestones and corresponding bonus shared by the finance head to which I had agreed verbally. Now they are refusing to settle my dues quoting change in structure. In my resignation letter I had clearly mentioned the due amount and they had accepted my resignation. Can I get a legal recourse?( South Delhi, Delhi )","Hi,Your company while accepting your resignation has acknowledged the bonus due therefore they are liable for payment. You may consider sending a legal notice first and then file a suit for recovery of money before the court of civil judge.If you found the answer helpful then kindly rate me.","Hi,You can send a legal notice to the company for the recovery of your due bonus. Further, you may also consider filing a civil suit for the recovery of money before the court of civil judge.If you found my answer helpful then kindly rate me.","Hi,You can send a legal notice to the company for the recovery of your due bonus. Further, you may also consider filing a civil suit for the recovery of money before the court of civil judge.If you found my answer helpful then kindly rate me."
HKG::Q_284,Query,,HKG,query,Q_284,,,,,"I joined the company as a trainee engineer straight out of college and in the trainee offer letter it was mentioned that 

""If you are offered a permanent / part-time employment with the company, we would expect you not to resign for at least a minimum period of 1 year subject to the terms of your employment agreement / appointment letter. If you resign within the first year of your employment with the Company, you would be liable to pay the Company your last six months’ salary. You agree that this is reasonable as the Company will be investing significant time and resources for your training""

I spent 3 months in training in which I was getting a 40,000 stipend per month. Then I got FTE to offer on 26th Dec 2021.

but when I got the FTE offer letter, nothing about payback was mentioned. But now when I am leaving after spending 9 months with the company they are asking me to pay back the last 6-month salary which is 3.5Lakhs.

What legal laws can I use for my defense in this case( Bangalore, Karnataka )","Sir you're liable to pay the money because it was clearly mentioned in your terms and conditions of.you leave anytime before 1 year, you'll be liable to pay, therefore nothing can be done.","Sir you're liable to pay the money because it was clearly mentioned in your terms and conditions of.you leave anytime before 1 year, you'll be liable to pay, therefore nothing can be done.","Sir you're liable to pay the money because it was clearly mentioned in your terms and conditions of.you leave anytime before 1 year, you'll be liable to pay, therefore nothing can be done."
HKG::Q_285,Query,,HKG,query,Q_285,,,,,"I JOINED IN A COLLEGE and submitted my original certificates but SOME CIRCUMSTANCES I LEFT THE COLLEGE and asking to pay 6 months' salary , I was paid the amount due to I want experience letter and for certificates now i want file case against on that organisation ,now my question is how can i approach to file a case in court( Visakhapatnam, Andhra Pradesh )","Dear Client,First of all why you want to file the case against the organisation. What are the difficulties you were or are facing then you can send a legal notice against the organisation. And may file a suit against them.","Dear Client,First of all why you want to file the case against the organisation. What are the difficulties you were or are facing then you can send a legal notice against the organisation. And may file a suit against them.","Dear Client,First of all why you want to file the case against the organisation. What are the difficulties you were or are facing then you can send a legal notice against the organisation. And may file a suit against them."
HKG::Q_286,Query,,HKG,query,Q_286,,,,,"Sir
I am working for PSU since 2012 as a contract employee in Finance Department. since I joined there is no direct recruitment conducted by the company in my department till now, they have continued me as a regular employee with all works and roles, in fact, more works than my regular co-employee who joined before than me. but salary and other benefits compared to him not even 20% of his salary am receiving.
now as part of privatization by the Central govt my company is going to wind up ( not for sure), so in this situation can I have the right to claim regular employment or salaries or any compensation by the govt if any winding up the 
situation to the company?( Chittoor, Andhra Pradesh )","Dear Client,This question needs lot of insight on what are the service rules of PSU and what in earlier time have they done with contract employees? Is there any notification on this or what is the stand of the union and association of the PSU. Basis all these your eligibility can be arrived at.","A.Dear Sir,You cannot fight single handedly better join hands with other employees in similar situation and file a Writ Petition before High Court.","Dear Client,This question needs lot of insight on what are the service rules of PSU and what in earlier time have they done with contract employees? Is there any notification on this or what is the stand of the union and association of the PSU. Basis all these your eligibility can be arrived at."
HKG::Q_287,Query,,HKG,query,Q_287,,,,,"Hello, 

I joined one software company in Indore and absconded after one month by giving mail intimation that due to some medical emergency at my home and other unavoidable circumstances cannot continue working. 

After one month of this they have sent me legal notice to pay two months of salary to them.  It was written in the service agreement. 

Now I don't know what should I do.  Please help.( Bhopal, Madhya Pradesh )","Dear sir,Get give fitting reply legal notice and then fight in civil court if they file a money recovery suit. Nothing will happen.For full procedure contact me on mobile through Vidhikarya.Rate me Five Star *Please visit the following link.https://vidhikarya.com/LawyerRating/9506c43f5d0b2d266a07",Reply the sameThank you,Reply the sameThank you
HKG::Q_288,Query,,HKG,query,Q_288,,,,,"I joined (XAXSYSXPXLZ) company within four
 days I was on leave for 15 days for some 
\medical reason,
I worked only 4, 5 days so I haven't 
resigned and also that was my probation 
period in (XAXSYSXPXLZ) . I have also 
discussed the same with (XTXMYPXLZ) Hiring HR she 
advised me 
abscond from previous company(XAXSYSXPXLZ)

After 6+ Months 
I have reported to client side (both previous(XAXSYSXPXLZ) and current (XTXMYPXLZ) employer are same)  that time 
previous employer is blocked me because I have absconded
as current company HR suggested me at the time of joining

previous employer XAXSYSXPXLZ is blocked me current Project Manager is hold my work and confiscated My laptop & ID CARD so I could not work for my project since 10/03/2022  and he is 
Now business HR was Mailed me and demanding from me  
However you have not mentioned this as a part of the application form, which is mis-leading to the employer.

You are hereby informed to let us know why action
 should not be taken against you( Mumbai, Maharashtra )","Dear Sir,Just forget about it and proceed in your future career. They may not succeed in their effort to recover any amount from you. However, you may also fail if you against such company.","Dear Sir,Just forget about it and proceed in your future career. They may not succeed in their effort to recover any amount from you. However, you may also fail if you against such company.","Dear Sir,Just forget about it and proceed in your future career. They may not succeed in their effort to recover any amount from you. However, you may also fail if you against such company."
HKG::Q_289,Query,,HKG,query,Q_289,,,,,"my salary which is 50% due to covid 19 is put on hold for mar oct and nov 2020 for collection of receivables from a govt customer. i work in accts dept of a hospital.my role is Chief financial officer. my appt letter does not mention of any such responsibility.i am presently on notice period and my last working day would be 30th nov 2020.what legal recourse i have with me to tackle this situation. the management has not given me anything in writing for the reasons for withholding my sal, only verbal communicaiton is done with me.i am working since nov 2018 with this hospital.( Mumbai suburban, Maharashtra )","first publish name of the fraud hospital.All hospitals are to collect huge money from innocent people and even not paying salaries also.Employees are made ""Insect"". Employees run 100kms from legal case because of career/employment certificate. You can send notice after last date if not paid and you can claim 100% salary.Hope this clarifies,Advocate Ankur Goel(Complete Law Shield)Note - This is just a small advice and final advice can be given only after going through your case in detail .","Hi,A legal notice may be issued to the hospital authorities(the employee can send a legal notice for non-payment of salary).However, you may also approach labor commissioner regarding the same.","Dear Sir,Get issue a strong legal notice or approach labor Commissioner.Rate me Five Star*"
HKG::Q_290,Query,,HKG,query,Q_290,,,,,"Can i get pension as divorcee daugter of my decease mother from W.B. Municipality?
Kindly help.....( Malda, West Bengal )","Dear client. The Central government had already included divorced daughters in the list of candidates eligible for family pension. However,  Family pension to a widowed or divorced daughter is payable only if her husband died or the divorce took place during the life time of at least one of the parents.","Dear client. The Central government had already included divorced daughters in the list of candidates eligible for family pension. However,  Family pension to a widowed or divorced daughter is payable only if her husband died or the divorce took place during the life time of at least one of the parents.","Dear client. The Central government had already included divorced daughters in the list of candidates eligible for family pension. However,  Family pension to a widowed or divorced daughter is payable only if her husband died or the divorce took place during the life time of at least one of the parents."
HKG::Q_291,Query,,HKG,query,Q_291,,,,,"inspite of repeatedly trying to submit my Form10D online, it is constantly being rejected with Error Code : E03( Hyderabad, Telangana )","Dear Sir,You have to sort out such technical error by visiting the concerned office or better approach the concerned expert who is able to resolve the issue and thus you may able to submit your form 10D. Without such efforts you may not successful to submit the form.","Dear Sir,You have to sort out such technical error by visiting the concerned office or better approach the concerned expert who is able to resolve the issue and thus you may able to submit your form 10D. Without such efforts you may not successful to submit the form.","Dear Sir,You have to sort out such technical error by visiting the concerned office or better approach the concerned expert who is able to resolve the issue and thus you may able to submit your form 10D. Without such efforts you may not successful to submit the form."
HKG::Q_292,Query,,HKG,query,Q_292,,,,,"I am an ex-employee of ANI technologies (OLA cabs), my TL and AM both pre-planned to terminate me from my service at ola cabs call centre in Andheri (East) and I have all the primary as well as secondary evidences against them, so now they are calling me for the settlement for not going legally against them. Please suggest on urgent basis what should I do, shall I claim compensation from them by filing a case under labour and employment act or shall I go for settlement.( Mumbai City, Maharashtra )",I preferred you to file a case against them and ask for compensation. Better way to present in court with your lawyer and issue legal notices to them even you can take legal assistance from our vidhikarya legal firm team as well.,If. they are calling for a settlement then you should go for that settlement and if it is acceptable then then accept the same. Otherwise you can issue a legal notice to them.regardsrajeevRJ AssociatesTrivandrum,Choice is yours whether to go for settlement or seek damages. However bear in mind court proceeding does not end in a year. Besides there is a burden of lawyer's fees. Think wisely what is best for you.
HKG::Q_293,Query,,HKG,query,Q_293,,,,,"IN BSC 3RD YEAR MARKSHEET  MY DATE OF BIRTH YEAR 1993 IS REPRESENT IN QR CODE, AND 1993 IS RIGHT BUT WHEN I SAW IN MARKSHEET IT NOT SEEN NORMALLY 1993. 1993 IS PRINTED IN MIDDLE BLUE LINE IN MARKSHEET.....SO IT IS NOT VISIBLE PROPERLY BUT WHEN I SAW IN CAMERA WITH ZOOMER IT VIEW AS 1993 . 1993 IS RIGHT YEAR OF MY BIRTH. 
PROBLEM IS THAT NORMALLY IT IS NOT SEEN 1993 PROPERLY BUT WHEN ZOOMER CAMERA USE MY MOBILE PHONE IS SEEN 1993, AND QR CODE REPRESENT  1993  WHEN I DO SCAN QR CODE. 
PLEASE SUGGEST ME THAT IS THERE ANY PROBLEM IN GOVT JOB REALTEING THIS SITUATION.( Bundi, Rajasthan )",dear client kindly approaches to court for declaration. For any further assistance kindly contact.,"Dear Sir,You may approach a Civil Court and get a declaration as you desire.Contact through the administrators of this website.","Dear Sir,You may approach a Civil Court and get a declaration as you desire.Contact through the administrators of this website."
HKG::Q_294,Query,,HKG,query,Q_294,,,,,"Whether statutory bonus is payable to an employee who is on maternity leave( Bangalore, Karnataka )","Dear Client,The Maternity Benefit (Amended) Act 2017 provides full compensation to women employees during their maternity leave. Compensation via the maternity leave policy is calculated based on their salary or daily wages in the three months before their maternity leave request. S.14 of the Payment of Bonus Act,1965 deals with the ""Computation of the number of working days"". For the purpose of computation of minimum bonus and maximum bonus payable to an employee, as per S.14(d) of the Act,  the period spent on maternity leave with salary or wage during the accounting year should be deemed as the days worked. There is no provision in the Payment of Bonus Act to make any deduction in the payment of a bonus on account of taking leave of any kind including maternity leave.  The amount of bonus payable to an employee for a year depends on the wage/salary earned in the respective accounting year. Leave salary is also earned by the employee with respect to the service and the other eligibility conditions. Accordingly,  an employee who is on maternity leave is eligible for payment of a statutory bonus from her employer.","Dear ClientYes, as per the law, an employee on maternity leave is entitled to receive statutory bonus. Maternity leave should not affect an employee's eligibility for statutory bonuses, as long as the employee meets the eligibility criteria based on the terms of the Bonus Act or other applicable labor laws. The payment of the statutory bonus is typically based on the company's profitability and the criteria outlined in the law, and it is not generally affected by an employee's temporary absence due to maternity leave.","Dear Client,The Maternity Benefit (Amended) Act 2017 provides full compensation to women employees during their maternity leave. Compensation via the maternity leave policy is calculated based on their salary or daily wages in the three months before their maternity leave request. S.14 of the Payment of Bonus Act,1965 deals with the ""Computation of the number of working days"". For the purpose of computation of minimum bonus and maximum bonus payable to an employee, as per S.14(d) of the Act,  the period spent on maternity leave with salary or wage during the accounting year should be deemed as the days worked. There is no provision in the Payment of Bonus Act to make any deduction in the payment of a bonus on account of taking leave of any kind including maternity leave.  The amount of bonus payable to an employee for a year depends on the wage/salary earned in the respective accounting year. Leave salary is also earned by the employee with respect to the service and the other eligibility conditions. Accordingly,  an employee who is on maternity leave is eligible for payment of a statutory bonus from her employer."
HKG::Q_295,Query,,HKG,query,Q_295,,,,,"I am working with a school as a content writer, I joined them 2 months back. since I have joined I have not received my full salary and transport facility as mentioned in the offer and appointment letter. I am not able to bear the cost and expenses of traveling anymore on my own since not receiving my full salary. Now I have a new job in hand and I have resigned from here, but these people are not responding to my mail and moreover asking me to serve 3 months notice. At the time of joining I was told that for admin staff notice is 1 month and teaching is 3 months. Also considering I am in prohibition, nowhere it is mentioned that what are the serving timelines for the review period. What should I do? I am very frustrated!! I need to join a new place.( Pune, Maharashtra )","Hi,The Company Law Tribunal can grant you relief. If you need to recover money from them, you can file a money recovery suit.If you found this helpful, please rate us.","Hi,The Company Law Tribunal can grant you relief. If you need to recover money from them, you can file a money recovery suit.If you found this helpful, please rate us.","Hi,The Company Law Tribunal can grant you relief. If you need to recover money from them, you can file a money recovery suit.If you found this helpful, please rate us."
HKG::Q_296,Query,,HKG,query,Q_296,,,,,"Hi Team ,
My employer have paid variable pay tom me last month and now as I am in notice period they are asking to refund that amount , would like to know legal matter on this as this variable pay out is for last year and I have worked full . Thank you( Bangalore, Karnataka )","Hello Sir!As per the facts which have been provided, the law states that the employer has the right to reclaim the overpaid sum back. However, employees and workers are protected under section 13 of the Employment Rights Act,1996 for any unlawful deduction from their wages. Your employer can only ask you to pay back money if it’s for something you’ve specifically agreed to in writing.Hope this clarifies your query and requirement.Thank You!","Hello Sir!As per the facts which have been provided, the law states that the employer has the right to reclaim the overpaid sum back. However, employees and workers are protected under section 13 of the Employment Rights Act,1996 for any unlawful deduction from their wages. Your employer can only ask you to pay back money if it’s for something you’ve specifically agreed to in writing.Hope this clarifies your query and requirement.Thank You!","Hello Sir!As per the facts which have been provided, the law states that the employer has the right to reclaim the overpaid sum back. However, employees and workers are protected under section 13 of the Employment Rights Act,1996 for any unlawful deduction from their wages. Your employer can only ask you to pay back money if it’s for something you’ve specifically agreed to in writing.Hope this clarifies your query and requirement.Thank You!"
