question,answer
"Is it against law that company will deduct Pf amount but not creating any UAN number or Pf account and also deducting from employee salary some amount for name of security deposit?( Bangalore, Karnataka )","Dear Client,From the contents of your query, it apparently appears to be an example of unfair labor practice on the part of the Company. An amount deducted by the Company toward the statutory contribution of EPF A/c of the employee concerned having no UAN code itself proves the unfair trade practice of the Company. Further, the security deposit cannot be head of a deduction from the salary/wages of the employee until and unless it is specified in the contract of employment. And such a practice also comes under the purview of unfair labour practice. So in the given situation, you need to represent the matter before the Regional PF Commissioner along with your salary slip and letter of appointment to resolve the grievance. And for deduction towards the security deposit, you may visit the office of the concerned Labour Commissioner with the same documents requesting their intervention for resolving the matter, In case you need any assistance in the matter you may contact our legal team with your relevant papers."
"I joined the organisation in December 2017 as a Casual employee, salary was paid in cash and no attendance. Than on April 2018 became permanent employee of the company. Now I want to resign from the company in July 2023. My question is that is I am eligible for gratuity or not? As the manager is saying that I was temporary employee for 1 year  and become permanent in 2018 so no gratuity.( Lucknow, Uttar Pradesh )","Hello,As per the information you have mentioned you are not eligible for gratutity in your company, An employee is eligible for gratuity payment after completing 5 years of continuous service with one employer"
"Hi my question is that my employer put me on hold. As they are saying thay do not have any sufficient data to work so they are putting me on hold without any pay what should i do in this case as i joined this organisation in last month( Delhi, Delhi )","Dear Client,Without complying the mandatory provision of Sec.25-M of I D Act, 1947, and Rules 75-A and 75-B of ID(Central) Rules, 1957 and in the absence of permission of the Appropriate Authority, No employer can lay off his employee without pay for an indefinite period which amounted to unfair labour practice . So reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer for arbitrary and illegal layoff if the matter is not resolved on a personal written approach to the Employer. In case you need any assistance in the matter of drafting the complaint or for raising a dispute under I D Act, you may contact our legal team with the relevant papers."
"I got a notice period Recovery Email from the company which I worked 5mo this back. They're saying some amount I have to pay for them within 7days. I worked there for 10days due to extensive pressure and manager behaviour I was not tolerate and I came out immediately and informed them the same. I went to office to return their assets. Today I got a notice recovery email, in this situation what I have to do?( Bangalore, Karnataka )","Hello,As per the information you have  mentioned you are not required to do pay any amount to your company still if they are harassing you or threatening you then you can take legal help as well."
"I am an emoloyee of central govt. PSU. I requested permission from my organziation for 24 months extraordinary leave for study purpose. It was duly forwarded by my competent authority, HoD but it did not get sanctioned from Head HR. I sent multiple reminders all in vain. Initially, I was sick so left my station on medical ground. Since there was too much delay from organization, I proceeded with my studies. Everytime I mentioned ""Leave without pay"" still management credited salary to my account for 9 months since I left station. One fine day, they send me ""unauthorised absence"" notice. I replied. Such notice came two times more, I replied to each plus again sent reminder to HR for considering my absence as EOL for study prupose. Now, I want to resign from the service outright due to personal and family reasons. Even my family reasons are very well known to my organization. I want to resign with immediate effect. They are telling, if I join, they will hold disciplinary action, which will take a lot of time like typical govt. Organization. One suggestion came of resigning while still on the so called ""absence"". My query is will I be called for disciplinary action if I resign with immediate effect. ? I am totally okay with paying the financial obligations which the authorities paid due to their lack of promptness. If I am okay with paying dues, and if they want they can also reduce my work experience( Dhanbad, Jharkhand )","Dear Sir,You cannot anticipate about the penalties which may be imposed during disciplinary action which may be initiated against you. Take a wise decision."
"what is the liability on the employer's part to the eployee's family if the employee dies on-duty outside the office premises.( Silvassa, Delhi )","Dear Client,Under Employees Compensation Act, 1923, every employee/worker (including those employed through a contractor) who suffers any injury due to an accident arising out of and in the course of his employment, shall be entitled to compensation under this Act. There is no wage limit for a worker for becoming eligible for compensation under the Act. However, where the monthly wage of a worker is more than Rs.4, 000 is taken to be only Rs.4, 000 for calculating compensation either in case of death or permanent total disablement. Establishments that are covered under ESI Act, 1948, are kept outside the purview of this Act because the same benefit is provided under ESI Act, 1948 for disablement and death to the workmen and their dependents. Section 3(1) of the said Act states that âif personal injury is caused to an employee by accident arising out of and in the course of his employment: his employer shall be liable to pay compensation in accordance with the Chapter II of Employees Compensation Act, 1923 to their employees, their family members applying the doctrine of Notional Extension which include both in time and place and a workman may be regarded as in the course of his employment whether he has not reached or has left the premises of his employer. Being the proposition of relevant law, the Employer is liable to pay compensation in terms of Sec.4 and 5 of the Act to the family of the employee who dies due to an accident arising out of and in the course of his employment even outside the office premises applying the doctrine of notional extension. So, in case of denial by the employer, the family of the deceased employee should approach the Commissioner, Employees Compensation appointed under Sec.20 of the Act under whose jurisdiction the establishment falls.In case you need any assistance to lodge your claim either before the Employer or the Commissioner, Employees' Compensation, you may contact our legal team with all papers."
"I have resigned from company but they are not relieving me ... Saying that i have to serve notice period of 2 month. I am ready to pay for notice period but they are not agreed to that . I have a Joining date within 1 month in other company . What should i do ??( Bilaspur, Himachal Pradesh )","Dear Client,You are duty-bound to comply with the condition of your contract of employment i.e, offer letter that requires service  2 months' notice before tendering resignation from the Company. Now in case of deficiency on your part and also in the absence of any buy-out policy,  Company may deny the issue of relieving letter to you. So, considering your career prospect you may request your Company to negotiate and resolve the matter. In case you go for litigation it may takes lot of time that may affect your new prospect. However, in case your approach fails, you may approach the Labour Commissioner concerned for his kind intervention in to the matter stating your career prospect for a resolution in the matter. In case you need any assistance in the matter you may contact our legal team for the purpose."
"company is telling me to resign &amp; get a two month notice period only for cross cutting 
company is limited company &amp; listed in stock market( Mumbai suburban, Maharashtra )","Hello,As per the information you have mentioned, In case of violation of a contractual agreement, you can file a lawsuit against the employer for wrongful termination in the Labour Court. The court can order the employer to restore you at your job and pay damages for wrongfully terminating you."
"I joined the Company in May 2018 and then resigned on Nov 2021. Then after 2 days, i rejoined the company under a new employee number and now resigning on June 2023. In total, i have served 5 years. Both the employment are under contract of 5 years. Also in PF records the joining still shows for May 2018. Please tell me if i am eligible for gratuity or not. If yes then what legal steps i need to take to claim gratuity( Bangalore, Karnataka )","Dear Client,The Payment of Gratuity Act, 1972 requires a minimum of five years of continuous service (as defined u/s.2A of the Act) under the same employer to make an employee or worker eligible for gratuity from the Employer. In your case, you rejoin the company after a break of two days  and your employment contract continues thereafter for five years,  So you will not be disqualified for gratuity on this ground alone as you otherwise completed 240 days of continuous service in that year and service will not be treated in parts for the purpose of gratuity but as continuous one. Accordingly, you are eligible for gratuity. Under Rule 7(1) of the Payment of Gratuity Rules, 1972, an employee who is eligible for payment of gratuity under the Act, or any person authorised, in writing, to act on his behalf, shall apply,  within thirty days from the date the gratuity became payable, in Form 'I' to the employer.In case of denial by the employer, reach out to the office of the concerned Labour Commissioner who is the controlling authority under the Payment of Gratuity Act, 1972,  for filing a complaint for non-payment of Gratuity against the employer. You may also serve a legal notice to your employer for the cause and if you need any assistance in the matter from us you may contact our legal team for the purpose."
"My current Company is asking me to serve 90 Days Notice Period.
But in my Appointment Letter it is mentioned that Either Party can terminate their contract by giving 60 days notice or Lieu of Payment of gross Salary.
I asked Company for early relieving but they are asking me to Pay the 90 days salary for not serving Notice period.
I'm planning to submit the company assets and leaving without serving any Notice period.
Would this cause me a problem in future, also i don't want to pay 90 days salary to my company.

Kindly suggest what can be done?( Bangalore, Karnataka )","Dear Client,Relationships between Employer and employee are governed by the contract of employment i.e, offer letter, when in the offer letter 60 days' notice requires for leaving the employment, you need to abide by the said condition of the offer letter. If you plan for abandon the job without serving notice to the Company in breach of the terms of your offer letter, the Company can take disciplinary action against you for breach of contract and for unauthorized absence apart from other legal recourses claiming compensation for damages/injury caused to Company for your arbitrary action.  So, decide your steps wisely considering your career prospect."
"Your CTC includes retention bonus of 24 thousand, Retention bonus is eligible on completing 12 months of service from the date of effect. However, it will be paid @ rupees 2000/- pm as an advance. The amount of retention bonus paid in advance is fully recoverable and therefore to be refunded in the eventuality of separation from the services before completing 12 months of service from the date of effect. should i join the company if i have to work only for 8 9 months( Mumbai, Maharashtra )","Dear Client,Being the condition of employment as such where 12 months of service is mandatory to avail retention bonus, if you join the company for 8/9 months then you have to refund entire retention bonus you received in course of employment at time of separation before completion of 12 months. Now it is up to you to decide your course of action."
"I have already resigned from my current company. While joining this company, there is no any particular regarding notice period. Now my boss is asking that you will not be released unless we are not satisfied with your completed work. I have gone through the offer letter &amp; confirmation letter as well twice. There were not mentioned anything about notice period. What should I do now. I have to join other company soon.( Pune, Maharashtra )","Hello,As per the information you have mentioned you need not to worry , you can leave your current company and join other company without serving notice period but you will not get any relieving letter from there , rather i woukd suggest you to serve your notice period to avoid any dispute in future."
"I have been diagnosed with cervical spondylitis and is undergoing the treatment. Have been informed by the doctor the issue occured due to long sitting hours working on laptop and incorrect body posture while working. I am advised by the doctor to ensure the correct posture while working. I requested my company to assist and procure an orthopedic chair as i work from home. The request has been denied and the reason is because I have resigned and serving the notice period. I still have 75 days to serve the company however they are denying the support specially when the occurance of the injury was due to the work condition as I sat long hours and was not provided with any office furniture to ensure correct working condition. Can I claim compensation for my injury and what are the entitlement per law. Is the company oblidged per law to support my condition and approve to procure a chair.( Thane, Maharashtra )","Dear Client,As you have already tendered your resignation from the service of the Company and are now under notice period, Company is not obliged at all to consider your appeal for any facility even on your health ground on the cessation of your employment in the Company."
"Hi,

It will be so grateful if I got a solution to my concern. I have passed my resignation in probation mentioning notice period of 1 month. But I was asked to serve 2 months notice period as a reply e-mail. I have signed my appointment letter and it states the relevant clauses.
1.Probation Period
You will initially be on probation for a six (6) month period, which may be extended or reduced at the sole discretion of the Management. After successful completion of probation, you will continue as a regular employee. In case your performance is not found satisfactory during the period of probation, including extended period of probation, if any, your services will stand terminated on expiry of such period of probation and you will be informed of the same in writing.
2.Notice Period
In the event of your desire to leave the employment of the Company or the Company's decision to terminate your services under Clause & sub clauses of 13 above, the duration of the Notice Period shall be two Month or Salary in lieu thereof on either side. Before leaving the Company, you will properly hand over charge / control of all Company assets, documents etc. in your possession to the authorized relieving person. All claims against SMEC must be submitted within a month of leaving the office and no claim thereafter will be entertained by the Company.

Am I legally bounded by 2 months notice period? If not please suggest how to defend.( Gurgaon, Haryana )","Dear Client,Being the terms of employment as such, you have to serve the two months advance notice tendering resignation from the employment of the Company irrespective of the status of employment that is, under probation or regular employment. So you are dutybound to comply with the terms of the offer letter to tender resignation from the employment of the Company."
"I had mentioned to my manager in March.
That I might be going for an IIM if I get a seat and should I drop the papers then itself and withdraw the resignation if I don't get the prefered college.
He said if i drop the papers they will find another employee to fill up my role so it's better not to drop and once I get the offer letter I should inform him and he will let me go early.
Now 3 months later, dispite my financial condition I got a seat in an IIM and told him I want to leave.
Now he is telling to talk to the HR and the HR wants me to pay for around 2 months salary for Buying out.
The higher management has asked why I dint inform about this earlier that I might leave.
My manager says me not to tell anyone his name.
I'm being forced to pay a lot of money.
What to do?( Bangalore, Karnataka )","Dear ClientA relationship between an employee and employer governed by the terms and conditions of the offer/appointment letter. In case the terms of your offer letter require two months advance notice before tendering resignation then you are duty bound to comply with the same. Now when you were misguided by your manager about three months ago that now put you in stress, you may speak out to HR about that but in the absence of any cogent evidence behind misguidance your appeal may not stand. However, considering your career prospects and financial conditions employers should treat the matter leniently instead of forcing you to buy out for acceptance of your resignation. Further, in the absence of a specific stipulation in your offer letter regarding buy-out option for tendering resignation in lieu of compliance of notice period, they cannot force you for buy out. In that case, action of the employer may be treated as unfair labour practice.Reach out to the Office of the concerned Labour Commissioner and represent your case suitably with all your papers to resolve your grievance."
"I worked at an IT company for 5.5 years. I started in the US office, worked there for 2.5 years and got transferred to India where I worked for another 3 years before I resigned.

Since the total tenure is over 5 years, would I be eligible for gratuity?( Gurgaon, Haryana )","Dear Client,Under Section: 4 of the Payment of Gratuity Act, 1972, (1) Gratuity shall be payable to an employee on the termination of his employment after he has rendered continuous service for not less than five years, - (a) on his superannuation, or (b) on his retirement or resignation, or (c) on his death or disablement due to accident or disease: Provided that the completion of continuous service of five years shall not be necessary where the termination of the employment of any employee is due to death or disablement. The Act is applicable, to factories, mines, oil fields, plantations, ports, railways, motor transport undertakings, companies, and to shops and other establishments, employing 10 or more workmen. The Act provides for payment of gratuity at the rate of 15 days wage s for each completed year of service subject to a maximum of Rs. ten lakh.However. under Sub-Sec.6 of Sec.4 of the Act notwithstanding anything contained in sub-section (1), - (a) the gratuity of an employee, whose services have been terminated for any act, wilful omission or negligence causing any damage or loss to, or destruction of, property belonging to the employer, shall be forfeited to the extent of the damage or loss so caused. (b) the gratuity payable to an employee may be wholly or partially forfeited], (i) if the services of such employee have been terminated for his riotous or disorderly conduct or any other act of violence on his part, or (ii) if the services of such employee have been terminated for any act which constitutes an offense involving moral turpitude, provided that such offense is committed by him in the course of his employment.So, according to the aforesaid provision of P G Act and the condition is complied, you are entitled to claim gratuity from your employer."
"I left the organization on 1st march, 2023 as my last working day. In my F&F the organization is demanding the installment of my group Mediclaim insurance for next 3 months i.e. March, April, & May. The rules say that after resigning the employee is not covered in Mediclaim benefits. Then should I still have to pay for that as they are forcing me & not issuing my experience letter. Do I have any skip route to this? What should I do?( Delhi, Delhi )","Hello,As per the information you have mentioned you are entitiled to get your experience letter, You can request your employer to immediately issue the relieving letter. If he does not obliges, send him a legal notice demanding that he immediately issue the relieving letter along with salary slips."
"I am a teacher working at a prime IB School in Mumbai for hte last 3 years. They have made us sign contracts which states we need to provide 6months notice period only before Dec1 to be relieved by June1. Any other time then we can only be relieved by paying 6 moths of our salary back to the school. I have to resign due to unavoidbale circumstances and I can maximum serve a notice period of 3 months. They are harrassing me into legal issues and planning to send people home to extort money just because they coerced me into signing the contract during joining. They have not spent a money in my development as an employee infact have made me work double positions for no extra salary. The only reason I want to leave amicably is I have had a good time teaching the kindergarten children there and the colleagues have been extremely supportive thorughout.( Mumbai City, Maharashtra )","Hello,As per the information you have given it is suggested to you that you need not to worry about this , instead you can file a FIR against them for harassment .And in regard to the notice period if dont fufill the notice period you cannot have your experience letter from there without serving notice period."
"Respected sir 
My Promotion was on sep 1st 2017,due to  minor penalty imposed for doing PhD without NOC was from 6th Feb 2021 to 6th Feb 2023,my promotion was kept in sealed cover ,not regularized still,saying that due to penalty no promotion from back date
Kindly help us how to proceed( Bangalore, Karnataka )","Dear Client,Your query appears to be insufficient for a suitable response. Let me know is there any condition stipulated in your offer letter that in case you pursue higher studies apart from your job you need to take NOC from the Company. If such stipulation is there violation of such condition makes you liable to face consequences. It is also not clear from your query that when your is due on 1st Sept, 2017, you are pursuing your Ph D without NOC in the session of 2021 - 2022 much later than your promotion due in 2017 then how can the promotion be withheld for a penalty caused much later than your promotion. So, in view of the complexity of facts, nothing can be suggested as of now."
"I worked for 2 years in this small, startup company. In my offer letter it was mentioned 30 days of notice period but due to so many employees leaving this company at once, the employer mailed us about an update of 60 days of notice period. Employees are leaving because of too toxic & abusive boss and office culture. 

I recently got a so much better offer and I requested a lot to the current employer to kindly waive off my notice period and settle the dues from the F&F. But she straight away cancelled my request and said your career is not my headache. You have to serve full notice or otherwise forget your relieving letter. 

Is there any law of any way to sort this thing out. I have to join my new company is 30 days. Or I'll miss that opportunity. New company is also not ready to negotiate.

Kindly help!( Bangalore, Karnataka )","Dear Client,In the given situation, you may file a Complaint before the Labour Commissioner concerned ASAP explaining therein the action of your employer that is literally termed as unfair trade practice and victimization and praying for their intervention into the matter for a resolution. No employer can be an opportunist to revise their policy outrightly that affects the career of an employee and as per terms of the contract they are dutybound to release the F & F settlement and relieving letter on submission of resignation by the employee."
"What is the legal procedure to get FNF if company doesn't pay full & final settlement even after 45 days of last working day?( Pune, Maharashtra )","Dear Client,In the absence of the terms and conditions of your employment letter, it is difficult to respond to your query suitably. In case your resignation is accepted, the Company is duty bound to release your payment against F & F settlement  You can serve a legal notice to your Company on the subject. In case no suitable response is received, reach out to the Office of Labour Commission concerned and post your grievance before the authority for redressal and failing which you can file an application u/s.33C(2) of I D Act, 1947 before the Labour Court claiming unpaid dues from the employer."
"Hi,
It is my pleasure to introduce myself as Krishan Goley, a former employee of PICL IND PVT Ltd (Amber Group).
Following my employment with PICL for 2 years and 7 months, I resigned on 01/03/2023 from the post of Mechanical Design Engineer.
On Aug 23, during the appraisal cycle, my notice period in PICL was changed from 1 month to 2 months, which I had been using since joining and confirming.According to our new company policy, my notice period is two months from now, but if I want I can pay my gross salary for the following month.In my resignation, I specified that I would be on a one-month notice period and will pay my gross salary in lieu of the second month. As soon as I handed the data over to my colleague who was assigned to Handover, HR initially said that was fine, but during my relieving time, they denied me a relieving letter & said that as soon as your 2 months are complete, we will provide you with a relieving letter since upper management has clearly instructed us to do so. Then I left PICL on 03/04/2023 on completion of 2 months from the day of resignation i.e on 01/05/23 I called & mailed for aÂ reliving letter to HR but they said to wait for some time & after that, on 17/05/23 they send me a notice of Abscond & I replied of that letter over mail. Now they're not answering my emails, calls & msgs.

pls, guide me on what to do.( Faridabad, Haryana )","Dear Client,When you tender your resignation following the condition of your offer letter and existing policy to your employer, you are entitled to F & F Settlement dues from the Company along with relieving letter. But from the contents of your query if appears that instead of your resignation letter tendered on two different date i.e, on 01/03/23 and 01/05/23 leaving your job on 03/04/23, the company has treated the intervening period as absent without information and sent you a Show cause for absconding and despite your reply to said show cause they kept the matter in abeyance with ulterior motives to victimized you. Such an action on the part of Employer is highly arbitrary,  illegal, and deemed to be unfair labour practice.Reach out to the office of the concerned Labour Commissioner and file a complaint against the Employer over alleged victimization and unfair trade practice to resolve your grievance and failing which you may file a claim petition u/s.33C(2) of I D Act, 1947 to the concerned Labour Court claiming dues from the employer."
"I had been working in company' since 1year 10 month and company hold my insentive aprox 9 month after that i have resigned for some issue and company denied to give my insentive with my FNF( Udaipur, Rajasthan )","Dear Client,In the absence of the terms and conditions of your employment letter, it is difficult to respond to your query suitably. In case your resignation is accepted, the Company is duty bound to release your payment against F & F settlement including your unpaid incentives if it is payable to you. You can serve a legal notice to your Company on the subject.In case no suitable response is received, reach out to the Office of Labour Commission concerned and post your grievance before the authority for redressal and failing which you can file an application u/s.33C(2) of I D Act before the Labour Court claiming unpaid dues from the employer."
"I was doing the data entry  job today morning they called and told me to pay â¹2050 immediately i paid them now they r telling system time over again if u don't pay ur life will be spoiled they will upload your details in social media and arrest ur family members, please someone help me( Bangalore, Karnataka )","Hello,As per the information you have given firstly please state the facts clearly and secondly you need not to worry of any sactions that is to be implicated by te company unless and until you have not done anything against the law instead you can file a FIR to piolice for harassment."
"I have received joining bonus. The contract says: ""The joining bonus is a one-time payment that you will be entitled to only if you (a) join us on or before the date of joining confirmed to you by the recruiter; and (b) are employed with the Company for a period of 18 months from the date on which you join the Company."" My company has notice period of 2 months. So, if i give resignation paper, I still have to serve 2 months with the company. If I drop resignation paper after 16 months, and work for 2 notice period months, will that be counted as 18 months in employment and will I be able to keep the joining bonus?( Chennai, Tamil Nadu )","Hello,As per the information you have provided it is clear that that clause under your contract for joining bonus will only be given if you have done with your service of 18 months not including 2 months of notice period policy."
"If one needs to file a complaint on a HR and its team for mistreatment,  what is the procedure?
Does he/she need to do that only in the state of he organisation in question?
What all documents does one need?( Bangalore, Karnataka )","Dear Sir,Just walk into police station and lodge a complaint against all the concerned persons by mentioning their individual names and give their designations."
"I terminated from a private company on 2019 and i filed labour case for reinstate in CGIT on 2020.  My case is still delaying since judge is not appointed. Its  almost 4years i stay without salary and settlement. What i can do in this situation. Can i approch high court for justice? Pls advise( Ernakulam, Kerala )","Yes, you can approach High  Court explaining the ground behind your prayer for transfer of your ID to other CGIT where PO is available for early hearing and disposal of your case."
"Emplaoyeer terminated me without any reason nor giving any prior warning. Due to which they havenât given me April Month salary and also theyâve committed to give me a 2 months salary i.e. for may and jun month as discussed by the HR.
But after 2 hr I still didnât get any salary from company and theyâre just giving me excuses. Iâm at very critical financial state now.
Please tell me what to do( East Delhi, Delhi )","Dear Client,Reach out to the office of Labour Commissioner concerned and submit a complaint for non-payment of Salary for the relevant period and harassment by the Employer asap for redressal of your grievance."
"Actually by mistake i found to be done with Dual Employment, so my company gave me a termination letter and asked to leave.
Due to this termination, non of the company are selecting me-after seeing my documents and PF details
How should i close the PF details or how can it be deleted from UAN number ?
I am Jobless for almost 5 months-i gave interview in companies and got selected 
but after my documentation i was rejected on spot

Kindly suggest me what i can do now
All my details are to be seen in PF that reason is i am not getting the job( Bangalore, Karnataka )",Dual employment is prohibited under law and abatement of such fact put a stigma to your service career. To get out of this crisis you need to represent the matter to the concerned authority praying guilty for lack of ignorance/knowledge and in case your prayer is allowed on mercy grounds necessary action may be taken by the authority to clean your stigma in your career caused by default. You may take a chance.
"can i get unpaid salary from previous employer , i need my salary with interest?( Chennai, Tamil Nadu )","Good evening!The Payment of Wages Act, 1936, ensures that employees get their salaries on time. However, if the employer denies or delays the payment of salary or wages to the employee or worker, then the employee or worker is entitled to interest on the amount to be paid for delay in providing the wages or salary.The employee then has the option of sending a legal notice to the employer for the payment of salary. A certain list of documents that is required while sending a legal notice to the employer if you are wondering what to do if company is not giving salary :1. Proof of unpaid salary through bank statements, etc.2. Appointment letter3. Details of your salary, benefits, pay, and perks4. Copy of Employment ContractUpon receiving the Legal Notice from his employee, the employer must pay the unpaid dues with interest to the employee. However, if the employer refuses or fails to do so, then further legal remedies can be undertaken."
"I am working in private IT company as a Consultant now. I have one year of experience in this company. Employers, managers, supervisors all used to misbehave with me since 6 months. Before 6 months my HR forced me to work after company working hours. I have voice recording of this conversation because lots of worker told me that HR used to misbehave with workers during this type of mattings. Than I decided to complete 1 year in this company. So I decide to resign through Mail because of I have anxiety and depression problem and I have decided to shift my home town for my further study and My class will start on 17 July at my home town . I have resign on 12 May than after I gave them 2 reminder mail also. They excepted my resignation on 18 May. I mentioned my Last working day (date = 12 July) after 2 months of resignation and reason of resignation (I have decided to shift my home town for my further study and My class will start on 17 July at my home town). but they are not providing me my last working date. Also I went to HR department, First they abandoned my phone with me in HR mitting Rome. They told me that You will get all your documents(Experience latter, FNF salary, and form 16A) after 90 to 120 days after your last date of company. And they told me that they will stop my salary during my notice period because of security issues. I do not know what should I do now?( Ahmedabad, Gujarat )","Hello,As per the information you have given it is advisable to you file a FIR against them for harassment and for mental agony and also you need not to worry about your salary as they cant hold it and id they do so you can send them a legal notice."
"Joined job at age of 59. Left at 65 age. Got ESI deduccted for more than 5 years. Will I be eligible for lifelong medical benefits by paying @ Rs 120 per year, hereafter.( Hoshangabad, Madhya Pradesh )","Dear Sir,You have to go to the office of ESI or get the advice of concerned expert to avoid misleading."
"I was working with a educational institution. And they terminated me after one two months (first three months was provision period). And now they are not paying me my final month salary.  I have asked again and again for it and they are just saying we will pay you soon. It's been 3 months now.( Chandigarh, Chandigarh )","Dear Sir,You may go to higher educational officers and get issue a legal notice to upload all such grievances on the social network."
"I filed a case in CAT when my waiting panel was still valid (5 months before the validity expiry), and the judgement came in my favor after 2 months of the validity expiry. Now department is not honoring the judgement saying that my waiting panel has expired. Can a waiting panel expire for the petitioner when the matter was already subjudice under CAT? Or is that an excuse they are making and I need to take further action on this?( Central Delhi, Delhi )","Hello,yes the waiting panel can expire the petition when the matter was already subjudice under CAT."
"There is an exam conducted by UPSC name ""Combined geoscientist examination."". Before 2021 there was a degree in notification mentioned named M.tech geological technology. After 2021 notification, the degree is removed. I have done M.tech geological technology just to appear in exam, Now what I can do. Before removing degree there was no prior notice to tell the degree will be removed or why it is removed.( Jaipur, Rajasthan )","Dear Sir,A Public authorities are not suppose to give any notice to any individual candidate changing the circulars or notifications by issuing a public notice or in gazette. Try for another job."
"Hi ,
I worked in an organization for 1.5 yrs and got relieved in good terms.
We had variable pay for period Apr'22 to Mar'23.
I left the organization on 23 May (last working day) and served notice period. I requested for 1 day early release in notice period and received all required approval for 1 day early release.
I was informed by HRBP that variable pay is given to employee who is active on the day of variable component payout. However I did not receive this information by any means from the employer earlier (not via, email, teams, appraisal letter or offer letter).
The policy document was there on company portal, but there are hundreds of documents on the same portal, is it my duty to read all the documents?
Company denied paying me the Variable Pay, which was paid out to all employees with may salary (26 May).( Chennai, Tamil Nadu )",Dear clientYou are entitled to proportionate variable pay up to last day of active service in the Company which is a standing component of salary. Denial of payment of said component to employee is arbitrary  and unjustified on the part of employer.You may approach to the concerned office of Labour Commissioner for redressal of your grievance.
"My employer seeded wrong IFSC with malafied intensions, after finding it, I updated the right IFSC and requested employer for DSC, which he is not doing if I complain to PF commissioner, will any action be taken against employer?( South West Delhi, Delhi )","Dear ClientYour employer is duty-bound to comply with the provision of EPF Act. In case he fails to comply with the same even on your request, you may reach out to the Office of PF Commissioner seeking n/a for restoration of the matter on the right track following the provision of the Act."
"I joined govt job. After 6 months i was arrested in a case. I got suspended one the same day in 2020. After 3 years in 2023 criminal court gave judgement that iam not guilty and acquitted. Can i rejoin the govt job again. What i need to do for that.( Chittoor, Andhra Pradesh )","Dear ClientSince you are not convicted by the Criminal Court and acquitted you from the criminal charges you can approach the concerned authority for your reinstatement in your service/job.In case of refusal, you may reach out to the office of Labour Commissioner concerned for redressal of your grievance."
"What legal action company could take if I leave the company in 20days after my resignation.( Gurgaon, Haryana )","Hello,The company may sue you for recovery of the amount due to it. However no criminal complaint is maintainable nor it will be entertained by police or court. Send a legal notice to these people and if they do not respond then file a criminal complaint against them."
"Sir ,  My friend told me that he will get me a job in Maruti company, For that he asked me money and i gave him. Now he is not responding and not giving me my money as he promised that if i not get the job he will return my money back. Pls help me out what action i can take.( Bhopal, Madhya Pradesh )",Reach out to an Advocate and explain your problem. After hearing your problem he may suggest you a solution in the matter
"My employers are forcing me to make documents from back dates when I was not even appointed. I did resign, but they are not signing my no dues form, if they don't I won't be able to join other institution. Can they do so?( Gurgaon, Haryana )",Dear clientIt appears from the attitude and activities of your employer that they are engaged in unfair labour practice.Reach out to the office of concerned office of Labour Commissioner with your appointment letter and all other relevant papers that prove your complaint against employer or visit the office of Chief Inspector Shops and Establishment if your employer comes under the purview of them for redressal of your grievance.Hope the steps may work.
"Sir I m working since from 7 years in hospital   & my hospital is sold by my employer to another company as 1 month they sent me for leave due to less patients & in next month due to medical condition I m not able to join but after improving my condition I continue my work from 27 march now my employer said that i m not eligible for gratuity can u explain why I m not eligible for gratitude( Rupnagar, Punjab )","Hello,When a company is sold to another company section 25FFF of the Industrial Disputes Act is attracted. Accordingly, the employees are expected to be paid compensation at the rate of 15 days salary for every completed year of service as retrenchment compensation. If the service of the employees is also transferred, then there should be a consensus on the following points.1. Past service of employees- whether their service will have effect from the date of joining in the past/ old company. If so, whether provision has been made for payment of gratuity by the new company.2. Service conditions- whether the salary, benefits and other service conditions would remain unchanged or not.If the above terms are clear there would not come any doubt about payment of gratuity. If no such liability is taken over by the new company then arrangements should have been done to pay the compensation and gratuity to those eligible for the same. Though all employees who have worked at least for 240 days in the preceding 12 months will be getting retrenchment compensation at the rate of 15 days salary for every completed year of service along with notice pay of one month salary (or notice in advance) only those who have worked for 5 years will be getting gratuity"
"I am working in a hospital under a foundation.   I have completed 1 year in this organisation.  Now i am searching for better options so that purpose i need work experience certificate.  I have email to the HR that i am apply in AIIMS delhi so i need the certificate But the organisation telling they canât provide me work experience it must be 3 years complete then they can provide.    Is it legal.   ?( Jorhat, Assam )","Dear Sir,You may send advance copy to your next employer and submit one application for onward submission with your present employer."
"Sir, can u confirm me i've joined the company 15th sept 2018 and today is 16th may 2023 &amp; working 6 days working so can i eligible for gratuity  or also can be include in notice period on these 240 days( Indore, Madhya Pradesh )","Hello,It is requested you to kindly state more facts and precisely so i can provide you with better suggestion."
