source,target,attributes
Q_623,LIM_133,{'type': 'MATCHES'}
Q_623,CCS_ME_2,{'type': 'MATCHES'}
Q_623,CCS_ME_5,{'type': 'MATCHES'}
Q_623,CCS_ME_6,{'type': 'MATCHES'}
Q_623,CCS_ME_7,{'type': 'MATCHES'}
Q_623,CCS_FS_5,{'type': 'MATCHES'}
Q_623,CCS_FS_10,{'type': 'MATCHES'}
Q_623,RPSR_2,{'type': 'MATCHES'}
Q_623,RPSR_4,{'type': 'MATCHES'}
Q_623,RPSR_43,{'type': 'MATCHES'}
Q_623,MEPS_9,{'type': 'MATCHES'}
Q_623,MEPS_11,{'type': 'MATCHES'}
Q_623,MEPS_13,{'type': 'MATCHES'}
Q_623,MEPS_16,{'type': 'MATCHES'}
Q_623,MEPS_22,{'type': 'MATCHES'}
Q_623,MEPS_25,{'type': 'MATCHES'}
Q_623,MEPS_30,{'type': 'MATCHES'}
Q_623,MEPS_33,{'type': 'MATCHES'}
Q_623,MEPS_34,{'type': 'MATCHES'}
Q_623,MEPS_42,{'type': 'MATCHES'}
Q_623,MHA_91,{'type': 'MATCHES'}
Q_623,MHA_92,{'type': 'MATCHES'}
Q_623,BTC_64,{'type': 'MATCHES'}
Q_623,BTC_65,{'type': 'MATCHES'}
Q_623,BTC_82,{'type': 'MATCHES'}
Q_623,BTC_117,{'type': 'MATCHES'}
Q_623,BTC_139,{'type': 'MATCHES'}
Q_623,BTC_142,{'type': 'MATCHES'}
Q_623,BTC_150,{'type': 'MATCHES'}
Q_623,BTC_152,{'type': 'MATCHES'}
Q_623,BTC_155,{'type': 'MATCHES'}
Q_623,BTC_159,{'type': 'MATCHES'}
Q_623,BTC_160,{'type': 'MATCHES'}
Q_623,BTC_161,{'type': 'MATCHES'}
Q_623,BTC_164,{'type': 'MATCHES'}
Q_623,BTC_303,{'type': 'MATCHES'}
Q_623,BTC_349,{'type': 'MATCHES'}
Q_623,DSEA_22,{'type': 'MATCHES'}
Q_623,DSEA_23,{'type': 'MATCHES'}
Q_623,DSEA_49,{'type': 'MATCHES'}
Q_623,DSEA_147,{'type': 'MATCHES'}
Q_623,KSEA_1,{'type': 'MATCHES'}
Q_623,KSEA_5C,{'type': 'MATCHES'}
Q_623,KSEA_16,{'type': 'MATCHES'}
Q_623,KSEA_3,{'type': 'MATCHES'}
Q_623,KSEA_4,{'type': 'MATCHES'}
Q_625,relieving_letter,{'type': 'RELATES_TO'}
Q_625,probation,{'type': 'RELATES_TO'}
Q_625,SCST_A_19,{'type': 'MATCHES'}
Q_625,RPSR_2,{'type': 'MATCHES'}
Q_625,RPSR_3,{'type': 'MATCHES'}
Q_625,RPSR_156B,{'type': 'MATCHES'}
Q_625,RPSR_17,{'type': 'MATCHES'}
Q_625,RPSR_33,{'type': 'MATCHES'}
Q_625,RPSR_9637,{'type': 'MATCHES'}
Q_625,RPSR_9837A,{'type': 'MATCHES'}
Q_625,RPSR_38,{'type': 'MATCHES'}
Q_625,RPSR_9938A,{'type': 'MATCHES'}
Q_625,RPSR_39,{'type': 'MATCHES'}
Q_625,RPSR_46,{'type': 'MATCHES'}
Q_625,MEPS_15,{'type': 'MATCHES'}
Q_625,MEPS_28,{'type': 'MATCHES'}
Q_627,wages,{'type': 'RELATES_TO'}
Q_627,IDA_17B,{'type': 'MATCHES'}
Q_627,EPF_12,{'type': 'MATCHES'}
Q_627,ESI_72,{'type': 'MATCHES'}
Q_627,ISM_12,{'type': 'MATCHES'}
Q_627,ISM_17,{'type': 'MATCHES'}
Q_627,MTW_24,{'type': 'MATCHES'}
Q_627,MTW_25,{'type': 'MATCHES'}
Q_627,MTW_26,{'type': 'MATCHES'}
Q_627,MTW_27,{'type': 'MATCHES'}
Q_627,MTW_28,{'type': 'MATCHES'}
Q_627,MTW_40,{'type': 'MATCHES'}
Q_627,IRC_56,{'type': 'MATCHES'}
Q_627,WAGE_C_4,{'type': 'MATCHES'}
Q_627,WAGE_C_5,{'type': 'MATCHES'}
Q_627,WAGE_C_6,{'type': 'MATCHES'}
Q_627,WAGE_C_7,{'type': 'MATCHES'}
Q_627,WAGE_C_8,{'type': 'MATCHES'}
Q_627,WAGE_C_10,{'type': 'MATCHES'}
Q_627,WAGE_C_11,{'type': 'MATCHES'}
Q_627,WAGE_C_12,{'type': 'MATCHES'}
Q_627,WAGE_C_14,{'type': 'MATCHES'}
Q_627,WAGE_C_15,{'type': 'MATCHES'}
Q_627,WAGE_C_17,{'type': 'MATCHES'}
Q_627,WAGE_C_18,{'type': 'MATCHES'}
Q_627,WAGE_C_69,{'type': 'MATCHES'}
Q_627,WAGE_C_2018,{'type': 'MATCHES'}
Q_627,BONUS_RULES_4,{'type': 'MATCHES'}
Q_627,EC_RULES_3,{'type': 'MATCHES'}
Q_627,EC_RULES_55,{'type': 'MATCHES'}
Q_627,EC_RULES_62,{'type': 'MATCHES'}
Q_627,EC_RULES_63,{'type': 'MATCHES'}
Q_627,EC_RULES_68,{'type': 'MATCHES'}
Q_627,EC_RULES_69,{'type': 'MATCHES'}
Q_627,EC_RULES_70,{'type': 'MATCHES'}
Q_627,ICA_73,{'type': 'MATCHES'}
Q_627,RPSR_237E,{'type': 'MATCHES'}
Q_627,MEPS_13,{'type': 'MATCHES'}
Q_627,MEPS_17,{'type': 'MATCHES'}
Q_627,MEPS_21,{'type': 'MATCHES'}
Q_627,MEPS_28,{'type': 'MATCHES'}
Q_627,MEPS_34,{'type': 'MATCHES'}
Q_627,DPDP_20,{'type': 'MATCHES'}
Q_627,INC_T_192,{'type': 'MATCHES'}
Q_627,FIN_A_185,{'type': 'MATCHES'}
Q_627,BTC_64,{'type': 'MATCHES'}
Q_627,BTC_65,{'type': 'MATCHES'}
Q_627,BTC_117,{'type': 'MATCHES'}
Q_627,BTC_150,{'type': 'MATCHES'}
Q_627,BTC_152,{'type': 'MATCHES'}
Q_627,BTC_160,{'type': 'MATCHES'}
Q_627,BTC_164,{'type': 'MATCHES'}
Q_627,BTC_180,{'type': 'MATCHES'}
Q_627,BTC_248,{'type': 'MATCHES'}
Q_627,BTC_249,{'type': 'MATCHES'}
Q_627,BTC_250,{'type': 'MATCHES'}
Q_627,BTC_252,{'type': 'MATCHES'}
Q_627,BTC_303,{'type': 'MATCHES'}
Q_627,DSEA_18,{'type': 'MATCHES'}
Q_627,DSEA_19,{'type': 'MATCHES'}
Q_627,DSEA_20,{'type': 'MATCHES'}
Q_627,DSEA_21,{'type': 'MATCHES'}
Q_627,DSEA_23,{'type': 'MATCHES'}
Q_627,DSEA_49,{'type': 'MATCHES'}
Q_627,DSEA_1955,{'type': 'MATCHES'}
Q_627,DSEA_147,{'type': 'MATCHES'}
Q_627,KSEA_5C,{'type': 'MATCHES'}
Q_627,KSEA_16,{'type': 'MATCHES'}
Q_627,KSEA_17,{'type': 'MATCHES'}
Q_627,KSEA_18,{'type': 'MATCHES'}
Q_627,KSEA_3,{'type': 'MATCHES'}
Q_627,KSEA_4,{'type': 'MATCHES'}
Q_628,notice_period,{'type': 'RELATES_TO'}
Q_628,MEPS_26,{'type': 'MATCHES'}
Q_628,MEPS_40,{'type': 'MATCHES'}
Q_629,notice_period,{'type': 'RELATES_TO'}
Q_629,relieving_letter,{'type': 'RELATES_TO'}
Q_629,MEPS_26,{'type': 'MATCHES'}
Q_629,MEPS_40,{'type': 'MATCHES'}
Q_630,labour_court,{'type': 'RELATES_TO'}
Q_630,wages,{'type': 'RELATES_TO'}
Q_630,PGA_7,{'type': 'MATCHES'}
Q_630,EPF_7D,{'type': 'MATCHES'}
Q_630,ESI_55,{'type': 'MATCHES'}
Q_630,IRC_44,{'type': 'MATCHES'}
Q_630,IRC_45,{'type': 'MATCHES'}
Q_630,IRC_46,{'type': 'MATCHES'}
Q_630,IRC_47,{'type': 'MATCHES'}
Q_630,IRC_48,{'type': 'MATCHES'}
Q_630,IRC_49,{'type': 'MATCHES'}
Q_630,IRC_50,{'type': 'MATCHES'}
Q_630,IRC_54,{'type': 'MATCHES'}
Q_630,ID_CENTRAL_10,{'type': 'MATCHES'}
Q_630,ID_CENTRAL_29,{'type': 'MATCHES'}
Q_630,ID_CENTRAL_99,{'type': 'MATCHES'}
Q_630,EPF_AT_1,{'type': 'MATCHES'}
Q_630,EPF_AT_2,{'type': 'MATCHES'}
Q_630,EPF_AT_3,{'type': 'MATCHES'}
Q_630,EPF_AT_4,{'type': 'MATCHES'}
Q_630,EPF_AT_5,{'type': 'MATCHES'}
Q_630,EPF_AT_6,{'type': 'MATCHES'}
Q_630,EPF_AT_7,{'type': 'MATCHES'}
Q_630,EPF_AT_11,{'type': 'MATCHES'}
Q_630,EPF_AT_12,{'type': 'MATCHES'}
Q_630,EPF_AT_13,{'type': 'MATCHES'}
Q_630,EPF_AT_14,{'type': 'MATCHES'}
Q_630,EPF_AT_15,{'type': 'MATCHES'}
Q_630,EPF_AT_16,{'type': 'MATCHES'}
Q_630,EPF_AT_17,{'type': 'MATCHES'}
Q_630,EPF_AT_18,{'type': 'MATCHES'}
Q_630,EPF_AT_19,{'type': 'MATCHES'}
Q_630,EPF_AT_21,{'type': 'MATCHES'}
Q_630,EPF_AT_22,{'type': 'MATCHES'}
Q_630,EPF_AT_23,{'type': 'MATCHES'}
Q_630,EPF_AT_24,{'type': 'MATCHES'}
Q_630,EPF_AT_25,{'type': 'MATCHES'}
Q_630,EPF_AT_26,{'type': 'MATCHES'}
Q_630,EPF_AT_27,{'type': 'MATCHES'}
Q_630,EPF_AT_28,{'type': 'MATCHES'}
Q_630,EPF_AT_29,{'type': 'MATCHES'}
Q_630,ATA_19,{'type': 'MATCHES'}
Q_630,RPSR_6,{'type': 'MATCHES'}
Q_630,MEPS_39,{'type': 'MATCHES'}
Q_630,MEPS_43,{'type': 'MATCHES'}
Q_630,DPDP_29,{'type': 'MATCHES'}
Q_630,DPDP_30,{'type': 'MATCHES'}
Q_630,FIN_A_50,{'type': 'MATCHES'}
Q_630,FIN_A_51,{'type': 'MATCHES'}
Q_630,FIN_A_129,{'type': 'MATCHES'}
Q_630,FIN_A_146,{'type': 'MATCHES'}
Q_630,FIN_A_148,{'type': 'MATCHES'}
Q_630,FIN_A_1992,{'type': 'MATCHES'}
Q_630,FIN_A_15J,{'type': 'MATCHES'}
Q_630,FIN_A_158,{'type': 'MATCHES'}
Q_630,FIN_A_159,{'type': 'MATCHES'}
Q_630,FIN_A_1952,{'type': 'MATCHES'}
Q_630,FIN_A_161,{'type': 'MATCHES'}
Q_630,FIN_A_1999,{'type': 'MATCHES'}
Q_630,FIN_A_162,{'type': 'MATCHES'}
Q_630,FIN_A_163,{'type': 'MATCHES'}
Q_630,FIN_A_1989,{'type': 'MATCHES'}
Q_630,FIN_A_164,{'type': 'MATCHES'}
Q_630,FIN_A_165,{'type': 'MATCHES'}
Q_630,FIN_A_166,{'type': 'MATCHES'}
Q_630,FIN_A_167,{'type': 'MATCHES'}
Q_630,FIN_A_168,{'type': 'MATCHES'}
Q_630,FIN_A_1997,{'type': 'MATCHES'}
Q_630,FIN_A_169,{'type': 'MATCHES'}
Q_630,FIN_A_170,{'type': 'MATCHES'}
Q_630,FIN_A_171,{'type': 'MATCHES'}
Q_630,FIN_A_172,{'type': 'MATCHES'}
Q_630,FIN_A_173,{'type': 'MATCHES'}
Q_630,FIN_A_1961,{'type': 'MATCHES'}
Q_630,FIN_A_175,{'type': 'MATCHES'}
Q_630,FIN_A_176,{'type': 'MATCHES'}
Q_630,FIN_A_178,{'type': 'MATCHES'}
Q_630,FIN_A_179,{'type': 'MATCHES'}
Q_630,FIN_A_180,{'type': 'MATCHES'}
Q_630,FIN_A_181,{'type': 'MATCHES'}
Q_630,FIN_A_183,{'type': 'MATCHES'}
Q_630,FIN_A_185,{'type': 'MATCHES'}
Q_630,GST_109,{'type': 'MATCHES'}
Q_630,GST_110,{'type': 'MATCHES'}
Q_630,GST_111,{'type': 'MATCHES'}
Q_630,GST_112,{'type': 'MATCHES'}
Q_630,GST_113,{'type': 'MATCHES'}
Q_630,COMP_242,{'type': 'MATCHES'}
Q_630,DSEA_147,{'type': 'MATCHES'}
Q_630,IDA_17B,{'type': 'MATCHES'}
Q_630,EPF_12,{'type': 'MATCHES'}
Q_630,ESI_72,{'type': 'MATCHES'}
Q_630,ISM_12,{'type': 'MATCHES'}
Q_630,ISM_17,{'type': 'MATCHES'}
Q_630,MTW_24,{'type': 'MATCHES'}
Q_630,MTW_25,{'type': 'MATCHES'}
Q_630,MTW_26,{'type': 'MATCHES'}
Q_630,MTW_27,{'type': 'MATCHES'}
Q_630,MTW_28,{'type': 'MATCHES'}
Q_630,MTW_40,{'type': 'MATCHES'}
Q_630,IRC_56,{'type': 'MATCHES'}
Q_630,WAGE_C_4,{'type': 'MATCHES'}
Q_630,WAGE_C_5,{'type': 'MATCHES'}
Q_630,WAGE_C_6,{'type': 'MATCHES'}
Q_630,WAGE_C_7,{'type': 'MATCHES'}
Q_630,WAGE_C_8,{'type': 'MATCHES'}
Q_630,WAGE_C_10,{'type': 'MATCHES'}
Q_630,WAGE_C_11,{'type': 'MATCHES'}
Q_630,WAGE_C_12,{'type': 'MATCHES'}
Q_630,WAGE_C_14,{'type': 'MATCHES'}
Q_630,WAGE_C_15,{'type': 'MATCHES'}
Q_630,WAGE_C_17,{'type': 'MATCHES'}
Q_630,WAGE_C_18,{'type': 'MATCHES'}
Q_630,WAGE_C_69,{'type': 'MATCHES'}
Q_630,WAGE_C_2018,{'type': 'MATCHES'}
Q_630,BONUS_RULES_4,{'type': 'MATCHES'}
Q_630,EC_RULES_3,{'type': 'MATCHES'}
Q_630,EC_RULES_55,{'type': 'MATCHES'}
Q_630,EC_RULES_62,{'type': 'MATCHES'}
Q_630,EC_RULES_63,{'type': 'MATCHES'}
Q_630,EC_RULES_68,{'type': 'MATCHES'}
Q_630,EC_RULES_69,{'type': 'MATCHES'}
Q_630,EC_RULES_70,{'type': 'MATCHES'}
Q_630,ICA_73,{'type': 'MATCHES'}
Q_630,RPSR_237E,{'type': 'MATCHES'}
Q_630,MEPS_13,{'type': 'MATCHES'}
Q_630,MEPS_17,{'type': 'MATCHES'}
Q_630,MEPS_21,{'type': 'MATCHES'}
Q_630,MEPS_28,{'type': 'MATCHES'}
Q_630,MEPS_34,{'type': 'MATCHES'}
Q_630,DPDP_20,{'type': 'MATCHES'}
Q_630,INC_T_192,{'type': 'MATCHES'}
Q_630,BTC_64,{'type': 'MATCHES'}
Q_630,BTC_65,{'type': 'MATCHES'}
Q_630,BTC_117,{'type': 'MATCHES'}
Q_630,BTC_150,{'type': 'MATCHES'}
Q_630,BTC_152,{'type': 'MATCHES'}
Q_630,BTC_160,{'type': 'MATCHES'}
Q_630,BTC_164,{'type': 'MATCHES'}
Q_630,BTC_180,{'type': 'MATCHES'}
Q_630,BTC_248,{'type': 'MATCHES'}
Q_630,BTC_249,{'type': 'MATCHES'}
Q_630,BTC_250,{'type': 'MATCHES'}
Q_630,BTC_252,{'type': 'MATCHES'}
Q_630,BTC_303,{'type': 'MATCHES'}
Q_630,DSEA_18,{'type': 'MATCHES'}
Q_630,DSEA_19,{'type': 'MATCHES'}
Q_630,DSEA_20,{'type': 'MATCHES'}
Q_630,DSEA_21,{'type': 'MATCHES'}
Q_630,DSEA_23,{'type': 'MATCHES'}
Q_630,DSEA_49,{'type': 'MATCHES'}
Q_630,DSEA_1955,{'type': 'MATCHES'}
Q_630,KSEA_5C,{'type': 'MATCHES'}
Q_630,KSEA_16,{'type': 'MATCHES'}
Q_630,KSEA_17,{'type': 'MATCHES'}
Q_630,KSEA_18,{'type': 'MATCHES'}
Q_630,KSEA_3,{'type': 'MATCHES'}
Q_630,KSEA_4,{'type': 'MATCHES'}
Q_631,retrenchment,{'type': 'RELATES_TO'}
Q_631,labour_court,{'type': 'RELATES_TO'}
Q_631,wages,{'type': 'RELATES_TO'}
Q_631,IDA_25F,{'type': 'MATCHES'}
Q_631,IDA_25H,{'type': 'MATCHES'}
Q_631,IDA_25N,{'type': 'MATCHES'}
Q_631,IRC_64,{'type': 'MATCHES'}
Q_631,IRC_70,{'type': 'MATCHES'}
Q_631,IRC_71,{'type': 'MATCHES'}
Q_631,IRC_76,{'type': 'MATCHES'}
Q_631,IRC_79,{'type': 'MATCHES'}
Q_631,MEPS_26,{'type': 'MATCHES'}
Q_631,MEPS_27,{'type': 'MATCHES'}
Q_631,BTC_82,{'type': 'MATCHES'}
Q_631,BTC_139,{'type': 'MATCHES'}
Q_631,DSEA_147,{'type': 'MATCHES'}
Q_631,PGA_7,{'type': 'MATCHES'}
Q_631,EPF_7D,{'type': 'MATCHES'}
Q_631,ESI_55,{'type': 'MATCHES'}
Q_631,IRC_44,{'type': 'MATCHES'}
Q_631,IRC_45,{'type': 'MATCHES'}
Q_631,IRC_46,{'type': 'MATCHES'}
Q_631,IRC_47,{'type': 'MATCHES'}
Q_631,IRC_48,{'type': 'MATCHES'}
Q_631,IRC_49,{'type': 'MATCHES'}
Q_631,IRC_50,{'type': 'MATCHES'}
Q_631,IRC_54,{'type': 'MATCHES'}
Q_631,ID_CENTRAL_10,{'type': 'MATCHES'}
Q_631,ID_CENTRAL_29,{'type': 'MATCHES'}
Q_631,ID_CENTRAL_99,{'type': 'MATCHES'}
Q_631,EPF_AT_1,{'type': 'MATCHES'}
Q_631,EPF_AT_2,{'type': 'MATCHES'}
Q_631,EPF_AT_3,{'type': 'MATCHES'}
Q_631,EPF_AT_4,{'type': 'MATCHES'}
Q_631,EPF_AT_5,{'type': 'MATCHES'}
Q_631,EPF_AT_6,{'type': 'MATCHES'}
Q_631,EPF_AT_7,{'type': 'MATCHES'}
Q_631,EPF_AT_11,{'type': 'MATCHES'}
Q_631,EPF_AT_12,{'type': 'MATCHES'}
Q_631,EPF_AT_13,{'type': 'MATCHES'}
Q_631,EPF_AT_14,{'type': 'MATCHES'}
Q_631,EPF_AT_15,{'type': 'MATCHES'}
Q_631,EPF_AT_16,{'type': 'MATCHES'}
Q_631,EPF_AT_17,{'type': 'MATCHES'}
Q_631,EPF_AT_18,{'type': 'MATCHES'}
Q_631,EPF_AT_19,{'type': 'MATCHES'}
Q_631,EPF_AT_21,{'type': 'MATCHES'}
Q_631,EPF_AT_22,{'type': 'MATCHES'}
Q_631,EPF_AT_23,{'type': 'MATCHES'}
Q_631,EPF_AT_24,{'type': 'MATCHES'}
Q_631,EPF_AT_25,{'type': 'MATCHES'}
Q_631,EPF_AT_26,{'type': 'MATCHES'}
Q_631,EPF_AT_27,{'type': 'MATCHES'}
Q_631,EPF_AT_28,{'type': 'MATCHES'}
Q_631,EPF_AT_29,{'type': 'MATCHES'}
Q_631,ATA_19,{'type': 'MATCHES'}
Q_631,RPSR_6,{'type': 'MATCHES'}
Q_631,MEPS_39,{'type': 'MATCHES'}
Q_631,MEPS_43,{'type': 'MATCHES'}
Q_631,DPDP_29,{'type': 'MATCHES'}
Q_631,DPDP_30,{'type': 'MATCHES'}
Q_631,FIN_A_50,{'type': 'MATCHES'}
Q_631,FIN_A_51,{'type': 'MATCHES'}
Q_631,FIN_A_129,{'type': 'MATCHES'}
Q_631,FIN_A_146,{'type': 'MATCHES'}
Q_631,FIN_A_148,{'type': 'MATCHES'}
Q_631,FIN_A_1992,{'type': 'MATCHES'}
Q_631,FIN_A_15J,{'type': 'MATCHES'}
Q_631,FIN_A_158,{'type': 'MATCHES'}
Q_631,FIN_A_159,{'type': 'MATCHES'}
Q_631,FIN_A_1952,{'type': 'MATCHES'}
Q_631,FIN_A_161,{'type': 'MATCHES'}
Q_631,FIN_A_1999,{'type': 'MATCHES'}
Q_631,FIN_A_162,{'type': 'MATCHES'}
Q_631,FIN_A_163,{'type': 'MATCHES'}
Q_631,FIN_A_1989,{'type': 'MATCHES'}
Q_631,FIN_A_164,{'type': 'MATCHES'}
Q_631,FIN_A_165,{'type': 'MATCHES'}
Q_631,FIN_A_166,{'type': 'MATCHES'}
Q_631,FIN_A_167,{'type': 'MATCHES'}
Q_631,FIN_A_168,{'type': 'MATCHES'}
Q_631,FIN_A_1997,{'type': 'MATCHES'}
Q_631,FIN_A_169,{'type': 'MATCHES'}
Q_631,FIN_A_170,{'type': 'MATCHES'}
Q_631,FIN_A_171,{'type': 'MATCHES'}
Q_631,FIN_A_172,{'type': 'MATCHES'}
Q_631,FIN_A_173,{'type': 'MATCHES'}
Q_631,FIN_A_1961,{'type': 'MATCHES'}
Q_631,FIN_A_175,{'type': 'MATCHES'}
Q_631,FIN_A_176,{'type': 'MATCHES'}
Q_631,FIN_A_178,{'type': 'MATCHES'}
Q_631,FIN_A_179,{'type': 'MATCHES'}
Q_631,FIN_A_180,{'type': 'MATCHES'}
Q_631,FIN_A_181,{'type': 'MATCHES'}
Q_631,FIN_A_183,{'type': 'MATCHES'}
Q_631,FIN_A_185,{'type': 'MATCHES'}
Q_631,GST_109,{'type': 'MATCHES'}
Q_631,GST_110,{'type': 'MATCHES'}
Q_631,GST_111,{'type': 'MATCHES'}
Q_631,GST_112,{'type': 'MATCHES'}
Q_631,GST_113,{'type': 'MATCHES'}
Q_631,COMP_242,{'type': 'MATCHES'}
Q_631,IDA_17B,{'type': 'MATCHES'}
Q_631,EPF_12,{'type': 'MATCHES'}
Q_631,ESI_72,{'type': 'MATCHES'}
Q_631,ISM_12,{'type': 'MATCHES'}
Q_631,ISM_17,{'type': 'MATCHES'}
Q_631,MTW_24,{'type': 'MATCHES'}
Q_631,MTW_25,{'type': 'MATCHES'}
Q_631,MTW_26,{'type': 'MATCHES'}
Q_631,MTW_27,{'type': 'MATCHES'}
Q_631,MTW_28,{'type': 'MATCHES'}
Q_631,MTW_40,{'type': 'MATCHES'}
Q_631,IRC_56,{'type': 'MATCHES'}
Q_631,WAGE_C_4,{'type': 'MATCHES'}
Q_631,WAGE_C_5,{'type': 'MATCHES'}
Q_631,WAGE_C_6,{'type': 'MATCHES'}
Q_631,WAGE_C_7,{'type': 'MATCHES'}
Q_631,WAGE_C_8,{'type': 'MATCHES'}
Q_631,WAGE_C_10,{'type': 'MATCHES'}
Q_631,WAGE_C_11,{'type': 'MATCHES'}
Q_631,WAGE_C_12,{'type': 'MATCHES'}
Q_631,WAGE_C_14,{'type': 'MATCHES'}
Q_631,WAGE_C_15,{'type': 'MATCHES'}
Q_631,WAGE_C_17,{'type': 'MATCHES'}
Q_631,WAGE_C_18,{'type': 'MATCHES'}
Q_631,WAGE_C_69,{'type': 'MATCHES'}
Q_631,WAGE_C_2018,{'type': 'MATCHES'}
Q_631,BONUS_RULES_4,{'type': 'MATCHES'}
Q_631,EC_RULES_3,{'type': 'MATCHES'}
Q_631,EC_RULES_55,{'type': 'MATCHES'}
Q_631,EC_RULES_62,{'type': 'MATCHES'}
Q_631,EC_RULES_63,{'type': 'MATCHES'}
Q_631,EC_RULES_68,{'type': 'MATCHES'}
Q_631,EC_RULES_69,{'type': 'MATCHES'}
Q_631,EC_RULES_70,{'type': 'MATCHES'}
Q_631,ICA_73,{'type': 'MATCHES'}
Q_631,RPSR_237E,{'type': 'MATCHES'}
Q_631,MEPS_13,{'type': 'MATCHES'}
Q_631,MEPS_17,{'type': 'MATCHES'}
Q_631,MEPS_21,{'type': 'MATCHES'}
Q_631,MEPS_28,{'type': 'MATCHES'}
Q_631,MEPS_34,{'type': 'MATCHES'}
Q_631,DPDP_20,{'type': 'MATCHES'}
Q_631,INC_T_192,{'type': 'MATCHES'}
Q_631,BTC_64,{'type': 'MATCHES'}
Q_631,BTC_65,{'type': 'MATCHES'}
Q_631,BTC_117,{'type': 'MATCHES'}
Q_631,BTC_150,{'type': 'MATCHES'}
Q_631,BTC_152,{'type': 'MATCHES'}
Q_631,BTC_160,{'type': 'MATCHES'}
Q_631,BTC_164,{'type': 'MATCHES'}
Q_631,BTC_180,{'type': 'MATCHES'}
Q_631,BTC_248,{'type': 'MATCHES'}
Q_631,BTC_249,{'type': 'MATCHES'}
Q_631,BTC_250,{'type': 'MATCHES'}
Q_631,BTC_252,{'type': 'MATCHES'}
Q_631,BTC_303,{'type': 'MATCHES'}
Q_631,DSEA_18,{'type': 'MATCHES'}
Q_631,DSEA_19,{'type': 'MATCHES'}
Q_631,DSEA_20,{'type': 'MATCHES'}
Q_631,DSEA_21,{'type': 'MATCHES'}
Q_631,DSEA_23,{'type': 'MATCHES'}
Q_631,DSEA_49,{'type': 'MATCHES'}
Q_631,DSEA_1955,{'type': 'MATCHES'}
Q_631,KSEA_5C,{'type': 'MATCHES'}
Q_631,KSEA_16,{'type': 'MATCHES'}
Q_631,KSEA_17,{'type': 'MATCHES'}
Q_631,KSEA_18,{'type': 'MATCHES'}
Q_631,KSEA_3,{'type': 'MATCHES'}
Q_631,KSEA_4,{'type': 'MATCHES'}
Q_632,leave,{'type': 'RELATES_TO'}
Q_632,maternity,{'type': 'RELATES_TO'}
Q_632,MBA_10,{'type': 'MATCHES'}
Q_632,FA_79,{'type': 'MATCHES'}
Q_632,SPE_4,{'type': 'MATCHES'}
Q_632,MTW_24,{'type': 'MATCHES'}
Q_632,MTW_27,{'type': 'MATCHES'}
Q_632,MTW_28,{'type': 'MATCHES'}
Q_632,MTW_40,{'type': 'MATCHES'}
Q_632,EC_RULES_15,{'type': 'MATCHES'}
Q_632,EPF_AT_25,{'type': 'MATCHES'}
Q_632,LIM_13,{'type': 'MATCHES'}
Q_632,LIM_114,{'type': 'MATCHES'}
Q_632,LIM_118,{'type': 'MATCHES'}
Q_632,LIM_130,{'type': 'MATCHES'}
Q_632,LIM_133,{'type': 'MATCHES'}
Q_632,CCS_ME_2,{'type': 'MATCHES'}
Q_632,CCS_ME_5,{'type': 'MATCHES'}
Q_632,CCS_ME_6,{'type': 'MATCHES'}
Q_632,CCS_ME_7,{'type': 'MATCHES'}
Q_632,CCS_FS_5,{'type': 'MATCHES'}
Q_632,CCS_FS_10,{'type': 'MATCHES'}
Q_632,RPSR_2,{'type': 'MATCHES'}
Q_632,RPSR_4,{'type': 'MATCHES'}
Q_632,RPSR_43,{'type': 'MATCHES'}
Q_632,MEPS_9,{'type': 'MATCHES'}
Q_632,MEPS_11,{'type': 'MATCHES'}
Q_632,MEPS_13,{'type': 'MATCHES'}
Q_632,MEPS_16,{'type': 'MATCHES'}
Q_632,MEPS_22,{'type': 'MATCHES'}
Q_632,MEPS_25,{'type': 'MATCHES'}
Q_632,MEPS_30,{'type': 'MATCHES'}
Q_632,MEPS_33,{'type': 'MATCHES'}
Q_632,MEPS_34,{'type': 'MATCHES'}
Q_632,MEPS_40,{'type': 'MATCHES'}
Q_632,MEPS_42,{'type': 'MATCHES'}
Q_632,MHA_91,{'type': 'MATCHES'}
Q_632,MHA_92,{'type': 'MATCHES'}
Q_632,BTC_64,{'type': 'MATCHES'}
Q_632,BTC_65,{'type': 'MATCHES'}
Q_632,BTC_82,{'type': 'MATCHES'}
Q_632,BTC_117,{'type': 'MATCHES'}
Q_632,BTC_139,{'type': 'MATCHES'}
Q_632,BTC_142,{'type': 'MATCHES'}
Q_632,BTC_150,{'type': 'MATCHES'}
Q_632,BTC_152,{'type': 'MATCHES'}
Q_632,BTC_155,{'type': 'MATCHES'}
Q_632,BTC_159,{'type': 'MATCHES'}
Q_632,BTC_160,{'type': 'MATCHES'}
Q_632,BTC_161,{'type': 'MATCHES'}
Q_632,BTC_164,{'type': 'MATCHES'}
Q_632,BTC_303,{'type': 'MATCHES'}
Q_632,BTC_349,{'type': 'MATCHES'}
Q_632,DSEA_22,{'type': 'MATCHES'}
Q_632,DSEA_23,{'type': 'MATCHES'}
Q_632,DSEA_49,{'type': 'MATCHES'}
Q_632,DSEA_147,{'type': 'MATCHES'}
Q_632,KSEA_1,{'type': 'MATCHES'}
Q_632,KSEA_5C,{'type': 'MATCHES'}
