node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Appellant Found Unfit for Duty,CaseFact,Appellant Found Unfit for Duty,PC_Labour,pc,Appellant Found Unfit for Duty,,,,,,,,
PC::Appellant Retired on Medical Grounds,CaseFact,Appellant Retired on Medical Grounds,PC_Labour,pc,Appellant Retired on Medical Grounds,,,,,,,,
PC::Industrial Dispute Raised on Termination,CaseFact,Industrial Dispute Raised on Termination,PC_Labour,pc,Industrial Dispute Raised on Termination,,,,,,,,
PC::Labour Court Found Claim Not Tenable,CaseFact,Labour Court Found Claim Not Tenable,PC_Labour,pc,Labour Court Found Claim Not Tenable,,,,,,,,
PC::Attempts Made to Find Alternative Employment,CaseFact,Attempts Made to Find Alternative Employment,PC_Labour,pc,Attempts Made to Find Alternative Employment,,,,,,,,
PC::Appellant Paid Retiral Benefits and Compensation,CaseFact,Appellant Paid Retiral Benefits and Compensation,PC_Labour,pc,Appellant Paid Retiral Benefits and Compensation,,,,,,,,
"PC::Anand Bihari Ors. Vs. Rajasthan State Road Transport Corporation, Jaipur Anr. AIR 1991 Supreme Court 1003",CaseFact,"Anand Bihari Ors. Vs. Rajasthan State Road Transport Corporation, Jaipur Anr. AIR 1991 Supreme Court 1003",PC_Labour,pc,"Anand Bihari Ors. Vs. Rajasthan State Road Transport Corporation, Jaipur Anr. AIR 1991 Supreme Court 1003",,,,,,,,
"PC::Office Memorandum dated 20.08.1992 by the Transport Commissioner, Government of Haryana",CaseFact,"Office Memorandum dated 20.08.1992 by the Transport Commissioner, Government of Haryana",PC_Labour,pc,"Office Memorandum dated 20.08.1992 by the Transport Commissioner, Government of Haryana",,,,,,,,
PC::Court Discussed Preservation of Historical Monuments,CaseFact,Court Discussed Preservation of Historical Monuments,PC_Labour,pc,Court Discussed Preservation of Historical Monuments,,,,,,,,
PC::Legislation for Protection of Cultural Heritage Mentioned,CaseFact,Legislation for Protection of Cultural Heritage Mentioned,PC_Labour,pc,Legislation for Protection of Cultural Heritage Mentioned,,,,,,,,
PC::Government Responsibility for Monument Protection Established,CaseFact,Government Responsibility for Monument Protection Established,PC_Labour,pc,Government Responsibility for Monument Protection Established,,,,,,,,
"PC::Ancient Monuments and Archaeological Sites and Remains Act, 1958",LegalProvision,"Ancient Monuments and Archaeological Sites and Remains Act, 1958",PC_Labour,pc,"Ancient Monuments and Archaeological Sites and Remains Act, 1958",,,,,,,,
PC::FIR Filed for Financial Irregularity,CaseFact,FIR Filed for Financial Irregularity,PC_Labour,pc,FIR Filed for Financial Irregularity,,,,,,,,
PC::Investigation Pending for Over 13 Years,CaseFact,Investigation Pending for Over 13 Years,PC_Labour,pc,Investigation Pending for Over 13 Years,,,,,,,,
PC::Appellant Exonerated in Departmental Inquiry,CaseFact,Appellant Exonerated in Departmental Inquiry,PC_Labour,pc,Appellant Exonerated in Departmental Inquiry,,,,,,,,
PC::High Court Refused to Quash FIR,CaseFact,High Court Refused to Quash FIR,PC_Labour,pc,High Court Refused to Quash FIR,,,,,,,,
PC::Right to Speedy Trial Emphasized,CaseFact,Right to Speedy Trial Emphasized,PC_Labour,pc,Right to Speedy Trial Emphasized,,,,,,,,
PC::Writ Petitioners Challenged Provisions of Juvenile Justice Act,LegalProvision,Writ Petitioners Challenged Provisions of Juvenile Justice Act,PC_Labour,pc,Writ Petitioners Challenged Provisions of Juvenile Justice Act,,,,,,,,
PC::Concerns Raised About Juvenile Criminal Responsibility,CaseFact,Concerns Raised About Juvenile Criminal Responsibility,PC_Labour,pc,Concerns Raised About Juvenile Criminal Responsibility,,,,,,,,
PC::Petitioners Argued for Stricter Punishments for Juveniles,CaseFact,Petitioners Argued for Stricter Punishments for Juveniles,PC_Labour,pc,Petitioners Argued for Stricter Punishments for Juveniles,,,,,,,,
PC::Provisions of Juvenile Justice Act Claimed to Violate Article 21,LegalProvision,Provisions of Juvenile Justice Act Claimed to Violate Article 21,PC_Labour,pc,Provisions of Juvenile Justice Act Claimed to Violate Article 21,,,,,,,,
"PC::Section 2(k) of the Juvenile Justice Care and Protection of Children Act, 2000",LegalProvision,"Section 2(k) of the Juvenile Justice Care and Protection of Children Act, 2000",PC_Labour,pc,"Section 2(k) of the Juvenile Justice Care and Protection of Children Act, 2000",,,,,,,,
"PC::Section 15 of the Juvenile Justice Care and Protection of Children Act, 2000",LegalProvision,"Section 15 of the Juvenile Justice Care and Protection of Children Act, 2000",PC_Labour,pc,"Section 15 of the Juvenile Justice Care and Protection of Children Act, 2000",,,,,,,,
PC::Appointment Found to be Temporary and Provisional,CaseFact,Appointment Found to be Temporary and Provisional,PC_Labour,pc,Appointment Found to be Temporary and Provisional,,,,,,,,
PC::Appellant Lacked Required Qualification on Cut-off Date,CaseFact,Appellant Lacked Required Qualification on Cut-off Date,PC_Labour,pc,Appellant Lacked Required Qualification on Cut-off Date,,,,,,,,
PC::Termination of Services Based on Misrepresentation,CaseFact,Termination of Services Based on Misrepresentation,PC_Labour,pc,Termination of Services Based on Misrepresentation,,,,,,,,
PC::High Court Upheld Termination Order,LegalProvision,High Court Upheld Termination Order,PC_Labour,pc,High Court Upheld Termination Order,,,,,,,,
PC::Legal Proposition on Eligibility Based on Last Date Established,CaseFact,Legal Proposition on Eligibility Based on Last Date Established,PC_Labour,pc,Legal Proposition on Eligibility Based on Last Date Established,,,,,,,,
PC::Termination of Service on Contract Expiry,LegalProvision,Termination of Service on Contract Expiry,PC_Labour,pc,Termination of Service on Contract Expiry,,,,,,,,
PC::Respondent Worked for Fixed Periods,CaseFact,Respondent Worked for Fixed Periods,PC_Labour,pc,Respondent Worked for Fixed Periods,,,,,,,,
PC::Labour Court Found Violation of ID Act,LegalProvision,Labour Court Found Violation of ID Act,PC_Labour,pc,Labour Court Found Violation of ID Act,,,,,,,,
PC::High Court Remanded Matter for Fresh Consideration,CaseFact,High Court Remanded Matter for Fresh Consideration,PC_Labour,pc,High Court Remanded Matter for Fresh Consideration,,,,,,,,
PC::Respondent Claimed Reinstatement Based on ID Act Provisions,LegalProvision,Respondent Claimed Reinstatement Based on ID Act Provisions,PC_Labour,pc,Respondent Claimed Reinstatement Based on ID Act Provisions,,,,,,,,
"PC::Section 25H of the Industrial Disputes Act, 1948",LegalProvision,"Section 25H of the Industrial Disputes Act, 1948",PC_Labour,pc,"Section 25H of the Industrial Disputes Act, 1948",,,,,,,,
PC::Cancellation of Appointments Based on Revised Merit List,CaseFact,Cancellation of Appointments Based on Revised Merit List,PC_Labour,pc,Cancellation of Appointments Based on Revised Merit List,,,,,,,,
PC::Re-evaluation of Answer Scripts Conducted,CaseFact,Re-evaluation of Answer Scripts Conducted,PC_Labour,pc,Re-evaluation of Answer Scripts Conducted,,,,,,,,
PC::Appellants Underwent Training for Over Three Years,CaseFact,Appellants Underwent Training for Over Three Years,PC_Labour,pc,Appellants Underwent Training for Over Three Years,,,,,,,,
PC::Clause 14 of the Examination Conduct Rules,LegalProvision,Clause 14 of the Examination Conduct Rules,PC_Labour,pc,Clause 14 of the Examination Conduct Rules,,,,,,,,
PC::Judgment in Rajesh Kumar and Ors. v. State of Bihar and Ors.,CaseLaw,Judgment in Rajesh Kumar and Ors. v. State of Bihar and Ors.,PC_Labour,pc,Judgment in Rajesh Kumar and Ors. v. State of Bihar and Ors.,,,,,,,,
"PC::Chairman, J K State Board of Education v. Feyaz Ahmed Malik and others",CaseLaw,"Chairman, J K State Board of Education v. Feyaz Ahmed Malik and others",PC_Labour,pc,"Chairman, J K State Board of Education v. Feyaz Ahmed Malik and others",,,,,,,,
"PC::Sahiti and Ors. v. The Chancellor, Dr. N.T.R. University of Health Sciences and Ors.",CaseLaw,"Sahiti and Ors. v. The Chancellor, Dr. N.T.R. University of Health Sciences and Ors.",PC_Labour,pc,"Sahiti and Ors. v. The Chancellor, Dr. N.T.R. University of Health Sciences and Ors.",,,,,,,,
PC::Promotion Claim Based on Merit,CaseFact,Promotion Claim Based on Merit,PC_Labour,pc,Promotion Claim Based on Merit,,,,,,,,
PC::Respondent Received Threats for Reporting Irregularities,CaseFact,Respondent Received Threats for Reporting Irregularities,PC_Labour,pc,Respondent Received Threats for Reporting Irregularities,,,,,,,,
PC::Administrative Tribunal Found Extraordinary Performance,CaseFact,Administrative Tribunal Found Extraordinary Performance,PC_Labour,pc,Administrative Tribunal Found Extraordinary Performance,,,,,,,,
PC::State Government Rejected Promotion Claim,CaseFact,State Government Rejected Promotion Claim,PC_Labour,pc,State Government Rejected Promotion Claim,,,,,,,,
PC::Rule 36 b ii of the Tamil Nadu State and Subordinate Services Rules,LegalProvision,Rule 36 b ii of the Tamil Nadu State and Subordinate Services Rules,PC_Labour,pc,Rule 36 b ii of the Tamil Nadu State and Subordinate Services Rules,,,,,,,,
PC::Respondent Granted Study Leave for Ph.D,CaseFact,Respondent Granted Study Leave for Ph.D,PC_Labour,pc,Respondent Granted Study Leave for Ph.D,,,,,,,,
PC::Respondent Failed to Complete Ph.D,CaseFact,Respondent Failed to Complete Ph.D,PC_Labour,pc,Respondent Failed to Complete Ph.D,,,,,,,,
PC::Appellant Demanded Refund of Salary Paid,CaseFact,Appellant Demanded Refund of Salary Paid,PC_Labour,pc,Appellant Demanded Refund of Salary Paid,,,,,,,,
PC::High Court Quashed Demand for Refund,CaseFact,High Court Quashed Demand for Refund,PC_Labour,pc,High Court Quashed Demand for Refund,,,,,,,,
PC::High Court Found No Condition to Complete Ph.D in Bond,CaseFact,High Court Found No Condition to Complete Ph.D in Bond,PC_Labour,pc,High Court Found No Condition to Complete Ph.D in Bond,,,,,,,,
PC::Respondent Worked for 20 Years,CaseFact,Respondent Worked for 20 Years,PC_Labour,pc,Respondent Worked for 20 Years,,,,,,,,
PC::Respondent Open to Settlement on Monetary Aspect,CaseFact,Respondent Open to Settlement on Monetary Aspect,PC_Labour,pc,Respondent Open to Settlement on Monetary Aspect,,,,,,,,
PC::Appointment of Special Police Officers Under Police Act,LegalProvision,Appointment of Special Police Officers Under Police Act,PC_Labour,pc,Appointment of Special Police Officers Under Police Act,,,,,,,,
PC::Master-Servant Relationship Established with State Government,CaseFact,Master-Servant Relationship Established with State Government,PC_Labour,pc,Master-Servant Relationship Established with State Government,,,,,,,,
PC::Claim for Regularization of Services by Special Police Officers,CaseFact,Claim for Regularization of Services by Special Police Officers,PC_Labour,pc,Claim for Regularization of Services by Special Police Officers,,,,,,,,
PC::High Court Dismissed Writ Petition for Regularization,CaseFact,High Court Dismissed Writ Petition for Regularization,PC_Labour,pc,High Court Dismissed Writ Petition for Regularization,,,,,,,,
PC::State Failed to Create Regular Cadre for Special Police Officers,CaseFact,State Failed to Create Regular Cadre for Special Police Officers,PC_Labour,pc,State Failed to Create Regular Cadre for Special Police Officers,,,,,,,,
"PC::Section 17 of the Police Act, 1861",LegalProvision,"Section 17 of the Police Act, 1861",PC_Labour,pc,"Section 17 of the Police Act, 1861",,,,,,,,
"PC::Judgment in Secretary, State of Karnataka and Ors v. Umadevi 3 and Ors 2006 4 SCC 1",CaseLaw,"Judgment in Secretary, State of Karnataka and Ors v. Umadevi 3 and Ors 2006 4 SCC 1",PC_Labour,pc,"Judgment in Secretary, State of Karnataka and Ors v. Umadevi 3 and Ors 2006 4 SCC 1",,,,,,,,
PC::Appointment Process for Deputy Director Law Disputed,CaseFact,Appointment Process for Deputy Director Law Disputed,PC_Labour,pc,Appointment Process for Deputy Director Law Disputed,,,,,,,,
PC::Candidates Fulfilled Eligibility Criteria,CaseFact,Candidates Fulfilled Eligibility Criteria,PC_Labour,pc,Candidates Fulfilled Eligibility Criteria,,,,,,,,
PC::Selection Procedure Allegedly Changed Midway,CaseFact,Selection Procedure Allegedly Changed Midway,PC_Labour,pc,Selection Procedure Allegedly Changed Midway,,,,,,,,
PC::Benchmark for Selection Fixed After Recruitment Process Started,CaseFact,Benchmark for Selection Fixed After Recruitment Process Started,PC_Labour,pc,Benchmark for Selection Fixed After Recruitment Process Started,,,,,,,,
PC::High Court Found Fixation of Benchmark Legal,CaseFact,High Court Found Fixation of Benchmark Legal,PC_Labour,pc,High Court Found Fixation of Benchmark Legal,,,,,,,,
PC::Intention to Select Meritorious Candidates Established,CaseFact,Intention to Select Meritorious Candidates Established,PC_Labour,pc,Intention to Select Meritorious Candidates Established,,,,,,,,
PC::Judgment in Himani Malhotra vs. High Court of Delhi,CaseFact,Judgment in Himani Malhotra vs. High Court of Delhi,PC_Labour,pc,Judgment in Himani Malhotra vs. High Court of Delhi,,,,,,,,
PC::Judgment in State of Haryana vs. Subash Chander Marwaha Ors.,CaseFact,Judgment in State of Haryana vs. Subash Chander Marwaha Ors.,PC_Labour,pc,Judgment in State of Haryana vs. Subash Chander Marwaha Ors.,,,,,,,,
PC::Termination of Workman Found Illegal,CaseFact,Termination of Workman Found Illegal,PC_Labour,pc,Termination of Workman Found Illegal,,,,,,,,
PC::Workman Entitled to Reinstatement with Back Wages,CaseFact,Workman Entitled to Reinstatement with Back Wages,PC_Labour,pc,Workman Entitled to Reinstatement with Back Wages,,,,,,,,
PC::Labour Court Exercised Discretion in Granting Relief,CaseFact,Labour Court Exercised Discretion in Granting Relief,PC_Labour,pc,Labour Court Exercised Discretion in Granting Relief,,,,,,,,
PC::Promotion Process Challenged,CaseFact,Promotion Process Challenged,PC_Labour,pc,Promotion Process Challenged,,,,,,,,
PC::Claim for Retrospective Seniority,CaseFact,Claim for Retrospective Seniority,PC_Labour,pc,Claim for Retrospective Seniority,,,,,,,,
PC::High Court Found Hostile Discrimination,CaseFact,High Court Found Hostile Discrimination,PC_Labour,pc,High Court Found Hostile Discrimination,,,,,,,,
PC::Seniorities of Other Promotees Considered,CaseFact,Seniorities of Other Promotees Considered,PC_Labour,pc,Seniorities of Other Promotees Considered,,,,,,,,
PC::Discretion of Government in Seniority Determination,CaseFact,Discretion of Government in Seniority Determination,PC_Labour,pc,Discretion of Government in Seniority Determination,,,,,,,,
PC::Different Rules Governing Seniority Applied,LegalProvision,Different Rules Governing Seniority Applied,PC_Labour,pc,Different Rules Governing Seniority Applied,,,,,,,,
"PC::Rule 21 of Uttar Pradesh Ayurvedic Aur Unani Mahavidyalaya Aadhyapako Ki Seva Niyamawali, 1990",LegalProvision,"Rule 21 of Uttar Pradesh Ayurvedic Aur Unani Mahavidyalaya Aadhyapako Ki Seva Niyamawali, 1990",PC_Labour,pc,"Rule 21 of Uttar Pradesh Ayurvedic Aur Unani Mahavidyalaya Aadhyapako Ki Seva Niyamawali, 1990",,,,,,,,
PC::Keshav Chandra Joshi v. Union of India,CaseLaw,Keshav Chandra Joshi v. Union of India,PC_Labour,pc,Keshav Chandra Joshi v. Union of India,,,,,,,,
PC::Union of India v. S.S. Uppal,CaseLaw,Union of India v. S.S. Uppal,PC_Labour,pc,Union of India v. S.S. Uppal,,,,,,,,
PC::State of Karnataka v. C. Lalitha,CaseLaw,State of Karnataka v. C. Lalitha,PC_Labour,pc,State of Karnataka v. C. Lalitha,,,,,,,,
PC::State of Uttaranchal v. Dinesh Kumar Sharma,CaseLaw,State of Uttaranchal v. Dinesh Kumar Sharma,PC_Labour,pc,State of Uttaranchal v. Dinesh Kumar Sharma,,,,,,,,
PC::Misconduct Allegation Against Respondent,CaseFact,Misconduct Allegation Against Respondent,PC_Labour,pc,Misconduct Allegation Against Respondent,,,,,,,,
PC::High Court Affirmed Tribunal Award,CaseFact,High Court Affirmed Tribunal Award,PC_Labour,pc,High Court Affirmed Tribunal Award,,,,,,,,
PC::Compensation Awarded Instead of Full Back Wages,CaseFact,Compensation Awarded Instead of Full Back Wages,PC_Labour,pc,Compensation Awarded Instead of Full Back Wages,,,,,,,,
PC::Employee Opted for C.P.F. Scheme,CaseFact,Employee Opted for C.P.F. Scheme,PC_Labour,pc,Employee Opted for C.P.F. Scheme,,,,,,,,
PC::Employee Did Not Exercise Option Within Prescribed Period,CaseFact,Employee Did Not Exercise Option Within Prescribed Period,PC_Labour,pc,Employee Did Not Exercise Option Within Prescribed Period,,,,,,,,
PC::Employee Claimed Pension After Retirement,CaseFact,Employee Claimed Pension After Retirement,PC_Labour,pc,Employee Claimed Pension After Retirement,,,,,,,,
PC::High Court Directed University to Consider Pension,CaseFact,High Court Directed University to Consider Pension,PC_Labour,pc,High Court Directed University to Consider Pension,,,,,,,,
PC::University Accepted Late Option for C.P.F. Scheme,CaseFact,University Accepted Late Option for C.P.F. Scheme,PC_Labour,pc,University Accepted Late Option for C.P.F. Scheme,,,,,,,,
PC::Compulsory Retirement Order Quashed,LegalProvision,Compulsory Retirement Order Quashed,PC_Labour,pc,Compulsory Retirement Order Quashed,,,,,,,,
PC::Adverse Entries from Remote Past Considered,CaseFact,Adverse Entries from Remote Past Considered,PC_Labour,pc,Adverse Entries from Remote Past Considered,,,,,,,,
"PC::Brij Mohan Singh Chopra v. State of Punjab, 1987 2 SCC 188",CaseLaw,"Brij Mohan Singh Chopra v. State of Punjab, 1987 2 SCC 188",PC_Labour,pc,"Brij Mohan Singh Chopra v. State of Punjab, 1987 2 SCC 188",,,,,,,,
"PC::Baikuntha Nath Das Anr. v. Chief District Medical Officer, Baripara Anr., 1992 2 SCC 299",CaseLaw,"Baikuntha Nath Das Anr. v. Chief District Medical Officer, Baripara Anr., 1992 2 SCC 299",PC_Labour,pc,"Baikuntha Nath Das Anr. v. Chief District Medical Officer, Baripara Anr., 1992 2 SCC 299",,,,,,,,
PC::Employee Threatened Checking Inspector,CaseFact,Employee Threatened Checking Inspector,PC_Labour,pc,Employee Threatened Checking Inspector,,,,,,,,
PC::Employee Travelled Without Valid Ticket,CaseFact,Employee Travelled Without Valid Ticket,PC_Labour,pc,Employee Travelled Without Valid Ticket,,,,,,,,
"PC::Section 6A of the Employees Provident Fund and Miscellaneous Provisions Act, 1952",LegalProvision,"Section 6A of the Employees Provident Fund and Miscellaneous Provisions Act, 1952",PC_Labour,pc,"Section 6A of the Employees Provident Fund and Miscellaneous Provisions Act, 1952",,,,,,,,
PC::Company Declared Sick Industrial Company,CaseFact,Company Declared Sick Industrial Company,PC_Labour,pc,Company Declared Sick Industrial Company,,,,,,,,
PC::Delay in Provident Fund Remittances,CaseFact,Delay in Provident Fund Remittances,PC_Labour,pc,Delay in Provident Fund Remittances,,,,,,,,
PC::Interest Demand Issued for Belated Payments,CaseFact,Interest Demand Issued for Belated Payments,PC_Labour,pc,Interest Demand Issued for Belated Payments,,,,,,,,
PC::High Court Upheld Appeal Process,CaseFact,High Court Upheld Appeal Process,PC_Labour,pc,High Court Upheld Appeal Process,,,,,,,,
PC::Natural Justice Principles Raised in Appeal,CaseFact,Natural Justice Principles Raised in Appeal,PC_Labour,pc,Natural Justice Principles Raised in Appeal,,,,,,,,
"PC::Section 7Q of the Employees Provident Funds and Miscellaneous Provisions Act, 1952",LegalProvision,"Section 7Q of the Employees Provident Funds and Miscellaneous Provisions Act, 1952",PC_Labour,pc,"Section 7Q of the Employees Provident Funds and Miscellaneous Provisions Act, 1952",,,,,,,,
"PC::Section 7I of the Employees Provident Funds and Miscellaneous Provisions Act, 1952",LegalProvision,"Section 7I of the Employees Provident Funds and Miscellaneous Provisions Act, 1952",PC_Labour,pc,"Section 7I of the Employees Provident Funds and Miscellaneous Provisions Act, 1952",,,,,,,,
PC::Auction Purchaser Declared,CaseFact,Auction Purchaser Declared,PC_Labour,pc,Auction Purchaser Declared,,,,,,,,
PC::Mass Movement Prevented Business Operation,CaseFact,Mass Movement Prevented Business Operation,PC_Labour,pc,Mass Movement Prevented Business Operation,,,,,,,,
PC::Request for Contract Rescission Made,LegalProvision,Request for Contract Rescission Made,PC_Labour,pc,Request for Contract Rescission Made,,,,,,,,
PC::Security Deposit Forfeited by State,CaseFact,Security Deposit Forfeited by State,PC_Labour,pc,Security Deposit Forfeited by State,,,,,,,,
PC::Doctrine of Frustration Invoked,CaseFact,Doctrine of Frustration Invoked,PC_Labour,pc,Doctrine of Frustration Invoked,,,,,,,,
PC::Statutory Contract Terms Govern Relationship,LegalProvision,Statutory Contract Terms Govern Relationship,PC_Labour,pc,Statutory Contract Terms Govern Relationship,,,,,,,,
"PC::Rule 5 of the Kerala Abkari Shops Disposal in Auction Rules, 1974",LegalProvision,"Rule 5 of the Kerala Abkari Shops Disposal in Auction Rules, 1974",PC_Labour,pc,"Rule 5 of the Kerala Abkari Shops Disposal in Auction Rules, 1974",,,,,,,,
PC::Respondent Under Suspension for 14 Years,CaseFact,Respondent Under Suspension for 14 Years,PC_Labour,pc,Respondent Under Suspension for 14 Years,,,,,,,,
PC::Criminal Cases Against Respondent Pending,CaseFact,Criminal Cases Against Respondent Pending,PC_Labour,pc,Criminal Cases Against Respondent Pending,,,,,,,,
PC::Disciplinary Authority Failed to Approve Charge Sheet,CaseFact,Disciplinary Authority Failed to Approve Charge Sheet,PC_Labour,pc,Disciplinary Authority Failed to Approve Charge Sheet,,,,,,,,
PC::Public Interest Considered in Suspension,CaseFact,Public Interest Considered in Suspension,PC_Labour,pc,Public Interest Considered in Suspension,,,,,,,,
"PC::Rule 10 of the Central Civil Services Classification, Control and Appeal Rules, 1965",LegalProvision,"Rule 10 of the Central Civil Services Classification, Control and Appeal Rules, 1965",PC_Labour,pc,"Rule 10 of the Central Civil Services Classification, Control and Appeal Rules, 1965",,,,,,,,
"PC::Prevention of Corruption Act, 1988",LegalProvision,"Prevention of Corruption Act, 1988",PC_Labour,pc,"Prevention of Corruption Act, 1988",,,,,,,,
PC::Respondent Challenged Suspension Order Multiple Times,LegalProvision,Respondent Challenged Suspension Order Multiple Times,PC_Labour,pc,Respondent Challenged Suspension Order Multiple Times,,,,,,,,
PC::High Court Quashed Appointment of CEO,CaseFact,High Court Quashed Appointment of CEO,PC_Labour,pc,High Court Quashed Appointment of CEO,,,,,,,,
PC::Chairman Appointed as CEO Temporarily,CaseFact,Chairman Appointed as CEO Temporarily,PC_Labour,pc,Chairman Appointed as CEO Temporarily,,,,,,,,
PC::Appointment Contravened Service Regulations,LegalProvision,Appointment Contravened Service Regulations,PC_Labour,pc,Appointment Contravened Service Regulations,,,,,,,,
PC::Honorarium Granted to Chairman for CEO Role,CaseFact,Honorarium Granted to Chairman for CEO Role,PC_Labour,pc,Honorarium Granted to Chairman for CEO Role,,,,,,,,
PC::Recovery of Amount Directed by High Court,CaseFact,Recovery of Amount Directed by High Court,PC_Labour,pc,Recovery of Amount Directed by High Court,,,,,,,,
PC::Public Office Usurpation Alleged,CaseFact,Public Office Usurpation Alleged,PC_Labour,pc,Public Office Usurpation Alleged,,,,,,,,
"PC::Section 22 of the Electricity Act, 2003",LegalProvision,"Section 22 of the Electricity Act, 2003",PC_Labour,pc,"Section 22 of the Electricity Act, 2003",,,,,,,,
PC::Canteen Employees Claimed Regularization,CaseFact,Canteen Employees Claimed Regularization,PC_Labour,pc,Canteen Employees Claimed Regularization,,,,,,,,
PC::Canteen Operated by Corporation,CaseFact,Canteen Operated by Corporation,PC_Labour,pc,Canteen Operated by Corporation,,,,,,,,
PC::Air India Denied Employer Relationship,CaseFact,Air India Denied Employer Relationship,PC_Labour,pc,Air India Denied Employer Relationship,,,,,,,,
PC::Tribunal Found Employees Deemed Employees of Air India,CaseFact,Tribunal Found Employees Deemed Employees of Air India,PC_Labour,pc,Tribunal Found Employees Deemed Employees of Air India,,,,,,,,
PC::High Court Affirmed Separate Legal Entity of Corporation,CaseFact,High Court Affirmed Separate Legal Entity of Corporation,PC_Labour,pc,High Court Affirmed Separate Legal Entity of Corporation,,,,,,,,
"PC::Haldia Refinery Canteen Employees Union v. Indian Oil Corporation Ltd., 2005 5 SCC 51",CaseLaw,"Haldia Refinery Canteen Employees Union v. Indian Oil Corporation Ltd., 2005 5 SCC 51",PC_Labour,pc,"Haldia Refinery Canteen Employees Union v. Indian Oil Corporation Ltd., 2005 5 SCC 51",,,,,,,,
"PC::International Airport Authority of India v. International Air Cargo Workers Union, 2009 13 SCC 374",CaseLaw,"International Airport Authority of India v. International Air Cargo Workers Union, 2009 13 SCC 374",PC_Labour,pc,"International Airport Authority of India v. International Air Cargo Workers Union, 2009 13 SCC 374",,,,,,,,
PC::Dismissal from Service Due to Criminal Charges,CaseFact,Dismissal from Service Due to Criminal Charges,PC_Labour,pc,Dismissal from Service Due to Criminal Charges,,,,,,,,
PC::Disciplinary Proceedings Conducted Against Respondent,CaseFact,Disciplinary Proceedings Conducted Against Respondent,PC_Labour,pc,Disciplinary Proceedings Conducted Against Respondent,,,,,,,,
PC::Enquiry Officer Found Respondent Guilty,CaseFact,Enquiry Officer Found Respondent Guilty,PC_Labour,pc,Enquiry Officer Found Respondent Guilty,,,,,,,,
PC::High Court Upheld Tribunal Order for Reinstatement,LegalProvision,High Court Upheld Tribunal Order for Reinstatement,PC_Labour,pc,High Court Upheld Tribunal Order for Reinstatement,,,,,,,,
PC::Regulation on Acquittal Not Providing Automatic Reinstatement,LegalProvision,Regulation on Acquittal Not Providing Automatic Reinstatement,PC_Labour,pc,Regulation on Acquittal Not Providing Automatic Reinstatement,,,,,,,,
PC::Appointment of Junior Assistants Challenged,CaseFact,Appointment of Junior Assistants Challenged,PC_Labour,pc,Appointment of Junior Assistants Challenged,,,,,,,,
PC::High Court Quashed Recruitment Process,CaseFact,High Court Quashed Recruitment Process,PC_Labour,pc,High Court Quashed Recruitment Process,,,,,,,,
PC::Shortlisting Based on Higher Qualification Found Invalid,CaseFact,Shortlisting Based on Higher Qualification Found Invalid,PC_Labour,pc,Shortlisting Based on Higher Qualification Found Invalid,,,,,,,,
PC::Eligibility Criteria for Junior Assistants Disputed,CaseFact,Eligibility Criteria for Junior Assistants Disputed,PC_Labour,pc,Eligibility Criteria for Junior Assistants Disputed,,,,,,,,
PC::Interim Stay Granted for Continued Employment,CaseFact,Interim Stay Granted for Continued Employment,PC_Labour,pc,Interim Stay Granted for Continued Employment,,,,,,,,
PC::Fresh Selection Process Ordered by Court,CaseFact,Fresh Selection Process Ordered by Court,PC_Labour,pc,Fresh Selection Process Ordered by Court,,,,,,,,
PC::Respondent Retired Under Voluntary Retirement Scheme,CaseFact,Respondent Retired Under Voluntary Retirement Scheme,PC_Labour,pc,Respondent Retired Under Voluntary Retirement Scheme,,,,,,,,
PC::Respondent Did Not Opt for Pension Scheme,CaseFact,Respondent Did Not Opt for Pension Scheme,PC_Labour,pc,Respondent Did Not Opt for Pension Scheme,,,,,,,,
PC::Application for Pension Option Submitted After 18 Years,CaseFact,Application for Pension Option Submitted After 18 Years,PC_Labour,pc,Application for Pension Option Submitted After 18 Years,,,,,,,,
PC::Claim of Ignorance About Pension Scheme Rejected,CaseFact,Claim of Ignorance About Pension Scheme Rejected,PC_Labour,pc,Claim of Ignorance About Pension Scheme Rejected,,,,,,,,
PC::Division Bench Allowed Appeal Based on Lack of Circular Publication,CaseFact,Division Bench Allowed Appeal Based on Lack of Circular Publication,PC_Labour,pc,Division Bench Allowed Appeal Based on Lack of Circular Publication,,,,,,,,
PC::Union of India v. M.K. Sarkar 2010 2 SCC 59,CaseLaw,Union of India v. M.K. Sarkar 2010 2 SCC 59,PC_Labour,pc,Union of India v. M.K. Sarkar 2010 2 SCC 59,,,,,,,,
PC::Re-designation of Junior Engineers as Assistant Engineers,CaseFact,Re-designation of Junior Engineers as Assistant Engineers,PC_Labour,pc,Re-designation of Junior Engineers as Assistant Engineers,,,,,,,,
PC::Promotion Quota for Junior Engineers Disputed,CaseFact,Promotion Quota for Junior Engineers Disputed,PC_Labour,pc,Promotion Quota for Junior Engineers Disputed,,,,,,,,
PC::Promotion Consideration for Re-designated Engineers,CaseFact,Promotion Consideration for Re-designated Engineers,PC_Labour,pc,Promotion Consideration for Re-designated Engineers,,,,,,,,
