node_id,type,text,level,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
Q_470,Query,,query,,,,"In 2018 my sister got married, after 6 months of marriage torture for divorce started,for no reason, 
even though she stayed at her husbands house only, he used to drink and beat her everyday, and scold her with offensive lauguage, 
we dont have anyproof for that, her mother in law used to keep the kitchen locked so that she shoulnt eat anything, 
finally 8 months back i went and brought her back home, he is jobless and he lives with his parents,
 his father is a reputed doctor and earns 1.5 lakh monthly, his father has 4 apartments in bangalore,
in which 2 aparments for each of his sons (still not devided/not registered under sons name) have 2 sites too in his name, (all worth 3 crore rupees)
 Now they came and asked us to give divorce for an settlement of 10lakh which i found not fair,because my marrige cost itself 25 lakhs, 
what should i do ? Shall i file all the cases agasint him ? or shall i accept the settlement ? I dont have anyproofs to prove that harrasement has happen, 
(Note* No children) For 3.5 years of marriage how much alimony i may get from court,, as he is jobless will he be able to provide maintanance ? 
my sister is double graduate and she doesnt want to work as she is in depression, how can i sort it out, 
Domestic voilance by her in laws and husband is true,,and how can I prove it ? 
How long the case may run, I need to bring her life back to track !! Please suggest.( Hassan, Karnataka )","Dear Sir,The income of his parents cannot be taken into consideration to determine the alimony. It will be a long battle unless some interim maintenance is allowed by the Court, if not it is better to go for settlement and give peace to the victim woman.","Dear Client,As per the facts mentioned, I’d suggest you to contact an advocate and take his advice by telling him all the facts thoroughly and showing any kind of evidence you have.","Dear Client,As per the facts mentioned, I’d suggest you to contact an advocate and take his advice by telling him all the facts thoroughly and showing any kind of evidence you have."
Q_471,Query,,query,,,,"My father in law tortures me and brings fight between my husband and me.

This has happened several times I tried to tell my husband to send him to his sister place as she is the one teaching him to trouble me though she never stayed with her in laws.

But this torture is increasing day by day now my husband also calls me cruel names and uses derogatory words.He has already gone non existent when I went to stay with my parents for my pregnancy. 
And his sisters daughters came to stay with him. 
I objected their physical closeness with my husband but he told me I don't understand and I am creating scene. 
His father has troubled me my whole of the pregnancy but my husband doesn't say a word and he is now harassing me

He tortures me and crushes my confidence everyday and he will purposely fight in front of my son who gets afraid seeing all this happening in the house.

He also made me break my FD to make payment of my credit card bill as he said he will pay me in a month in April 24 till date he has not paid. Whenever I bring the issue he will site I feed you and that is more than enough for you.

My father in law is very unhygienic and he tries to. Interfere in all my kitchen household he creates ruckus between me and my husband. He even purposely goes to feed, my 3 year old son with his dirty hands. And whenever I say another fight. 
I cannot clean the house he will bring another problem. 

Can I get help? is the son only legally liable to look after his father can't the daughter take responsibility as she is the root cause,and her husband and their sticky daughters

Whenever I tell he will create a big scene and my husband will torture me.
He also made me quit my job stating that because of office work I can't hand his parents
And during fights I tell him I want to go he states he will not let my son go with me.
Because of his father.
Can I make a case against my father in law so that he doesn't stay with us but his daughter who is the devil.
Plz help me against this harassment.
Can we sue against a person for not maintaining bare basic hygiene and the mental harassment after trying to correct the.( Pune, Maharashtra )","Dear Client,While I sympathize with the plights and ordeals you are facing from your matrimonial house, a few legal remedies can be suggested in the given scenario to resolve the crisis. A person can restart his or her life afresh at any stage or age if she or he is inspired or encouraged to do so by well-wishers. If you feel you can manage yourself outside without the support of others for all your needs, nothing prevents or restricts you from walking out of your toxic matrimonial home to look for the destiny of your choice. So, you need to arrange for an independent source of income to live your life on your terms. In the prevailing situation, you have the following legal remedies to resolve the crisis. 1) you can file a complaint against your husband and his other family members who subjected you to domestic violence in the local police station under Sec.12 of the PWDV Act, 2005. Under Section 12(1) of the DV Act, an aggrieved person or a Protection Officer or any other person on behalf of the aggrieved person may present an application directly to the Magistrate seeking one or more reliefs under this Act that include the right to reside in the shared household, prohibitory order and residence order. 2) you may consider judicial separation or divorce on the grounds of mental cruelty to resolve the matter permanently. Either spouse can obtain a decree of divorce if one spouse has treated the other with cruelty. Section 13 (1) (ia) of the Hindu Marriage Act, 1955, allows either spouse to seek divorce on the grounds of cruelty. If there is no possibility and no scope of mutual consent divorce, you can file a one-sided/contested divorce petition before the Family Court/District Court where the couple last lived together, such as their marital home, where the marriage was solemnized, or where the wife currently resides praying for a decree of divorce and seeking maintenance or alimony from the husband. The party seeking divorce can submit audio, video or written evidence to prove his or her claim. As regards maintenance post-divorce, be informed that both under Section 25 of the Hindu Marriage Act, 1955 or under Section 125 Cr. PC(Section 144 of BNSS), any person having sufficient means is liable to support his wife, provided she is unable to maintain herself. A contested divorce is more expensive and time-consuming than a mutual consent divorce. However, grounds for one-sided/contested divorce reflect the various challenges and complexities that may arise in the course of divorce proceedings. It is always recommended to consult an expert divorce lawyer to get the right legal advice before filing a contested divorce petition. 3) Apart from this, you can make a complaint online (https://nhrc.nic.in/complaints/complaints/how-to-file-a-complaints) to the Chairperson, the National Human Rights Commission, New Delhi and the State Human Rights Commission along with the Chairperson, National Commission for Women and State Commission for Women who are empowered to investigate complaints related to issues faced by women in distress by sending an email to[email protected]or filing an online complaint. Further, you can also approach the State Commission of Women situated in her state, and seek help from the NGOs who rendered dedicated service to the women in distress. If you are not financially sound enough to continue with litigation expenses, you can apply before the Member Secretary, State Legal Services Authority or Dist. Legal Services Authority seeking free legal services available to women under Sec.12(c) of the Legal Services Authority Act, 1987 to contest the cases in the Court for appropriate relief. Hope it may help.","Dear Madam,You must be in good books of your husband to resolve the family issue. Filing of cases may ruin your entire family life as your father-in-law is tutored by his daughter. Thus, problem may not be solved by aggressive nature. Just neglect all his conduct and continue to be in matrimonial house.","Dear Madam,You must be in good books of your husband to resolve the family issue. Filing of cases may ruin your entire family life as your father-in-law is tutored by his daughter. Thus, problem may not be solved by aggressive nature. Just neglect all his conduct and continue to be in matrimonial house."
Q_472,Query,,query,,,,"Hi,

Context - My grandfather bought a house and some lands by his own hard work and after his death my father who is the only son have sold those properties and brought two lands and one flat under his and my mothers name. I was 25 years at that time. No signature was taken from me during those sales.

Now, I’m 32 years old and I had to part ways with my parents due to family drama & disputes. I along with my wife and 18 months old son have come out of the own house. My father is intending to sell the flat and informing me that I have no share in the house or lands because they are under his and my mother’s name.

Please advise on what can I do this case to get my fair share of the property.( Hyderabad, Telangana )","Dear Client,The property acquired by your grandfather from his own source is classified as Self-acquired property which is devolved upon your father on the demise of your grandfather. Such a devolution of title of the property does not change the class of the property from self-acquired to ancestral property. Typically, ancestral property refers to property that has been inherited for four or more generations and has not been divided or sold off. Nobody has any claim over a self-acquired property as a matter of right. The parents can disown their adult children from their self-acquired property. Even if the parents evict a child from their house, there is no legal concept of disowning an adult child in India. In the case of self-acquired property, the parents can disinherit a child by cutting him out of the will. But, if the parents die intestate, the self-acquired property will go to the surviving legal heirs. So, even if the parent-child relationship is bad or toxic and the child has been evicted, he/she can acquire the property as a legal heir on the demise of his/her parents intestate, i.e. without any Will.","Dear client,Examine any relevant documents such as the sale deeds, transfer records, and any legal agreements. If the properties were purchased with funds derived from the sale of inherited property, you might have a claim.If your parents chooses to not give you a share in the property executes a will nothing can be done.Kindly let an advocate review the documents or the property papers.","Dear client,Examine any relevant documents such as the sale deeds, transfer records, and any legal agreements. If the properties were purchased with funds derived from the sale of inherited property, you might have a claim.If your parents chooses to not give you a share in the property executes a will nothing can be done.Kindly let an advocate review the documents or the property papers."
Q_473,Query,,query,,,,"Sir,
There is a joint land of 4 acers on my grand mothers name she want to give that land to my father but my mother in law sent a legal notice for partition of that land.. How can we save our land from her","Dear Sir,It is Sthreedhan of grand mother her 1/2 share can be given to any body. Partition suit non maintainable.HINDU WOMENS PROPERTY…. HOW IT DEVOLVELSA hindu woman holds the property as an absolute owner and now she can dispose off the property as her own property. The concept of ancestral property does not apply to a property held by a hindu woman. Your maternal grandmother (naani) can will the property to anyone. However, if she dies intestate (without a will) then the property will devolve as per the rules of succession in Hindu Succession Act, specifically, section 15. In that case, the property goes to the legal heirs of the woman on her father’s side if she received the property from her father’s side and to her husband’s side if she received the property from her husband side.",clear the relationship between your mother-on-law and your grandmother ?,"Your mother in law doesn't have any right over that property since she is not a legal heir to that property. so, you are not required pay heed to such."
Q_474,Query,,query,,,,"my grandfather was 3 brother 
say A - elder brother, B- My grandfather, C- younger brother
 brother ""C"" is missing from 50 years and there is no update on him
brother A has 4 children's (son) , brother B has 2 children's (son) -  my father and my younger uncle , if we distribute the land of ""C"" , then how it will distribute ?
1- in six parts (4 children's+ 2 children's)
0r 
2 - in 2 parts (A and B)( Mahamaya Nagar, Uttar Pradesh )","Hi,If A&B are alive and in possession of the property, it should be divided among the two of them.The six grandchildren can only make a claim for their shares once they become the legal heirs.If you found this helpful, please rate us.","Hi,If A&B are alive and in possession of the property, it should be divided among the two of them.The six grandchildren can only make a claim for their shares once they become the legal heirs.If you found this helpful, please rate us.","Hi,If A&B are alive, then they are the current legal heirs of the property. C is however, entitled to a share if he does return.If not, all the brothers' children will be entitled to an equal share of the property.If you found this helpful, please rate us."
Q_475,Query,,query,,,,"But things didnot turn out well... instead he has now witnesses to speak against me that i went to meet him and things got complicated because of me because he was smart enough to potray that 
Now what to do","Dear Sir,Every law protects woman whether married or UN-married then why you are afraid of.",Please elaborate properly,The most important thing is were you on the right in the matter you went to discuss with him?
Q_476,Query,,query,,,,"Is there any exception to interim maintenance payment from petition date as per rajneesh vs neha case judgement dated 4.11.2020?( Bilaspur, Chhattisgarh )",this came in 4.11.2020 which is just 6 months old.so let your case reach SC to get exception to it.Advocate Ankur Goel(Complete Law Shield) #YourLifeYourChoice,"Dear Sir,Facts of your case to be looked into before interpreting the law laid under Rajneesh vs. Neha.Rate me Five Star*",this came in 4.11.2020 which is just 6 months old.so let your case reach SC to get exception to it.Advocate Ankur Goel(Complete Law Shield) #YourLifeYourChoice
Q_477,Query,,query,,,,"Dear Team,

Daughter claimed on parents' property and took equal share (50%). Now parents stay with the son. As per the law is daughter liable to bare the 50% of parents expenses?

Many thanks( Pune, Maharashtra )",Yes but it is only parents under senior citizens Act who can claim maintenance.,le ke bhaag gayiHow daughter can claim on parents property ? she can claim ancestor property only.ask parents to file maintenance case.,"Hi,With the amendment in maintenance law, now both son and daughters are equally liable to pay for the maintenance of the parents. You need to file a maintenance suit under Sec. 125 CrPC. You can make the daughter liable to pay for the maintenance of parents. Her share would be decided by the court.If you like my answer, please rate me."
Q_478,Query,,query,,,,"sir, i hv been married for 4 and half years. We hv been incompatible from starting but we stayed together because of societal pressure.Now we hv developed lot of issues , we decided to take divorce. we went to counsellor also to seek help, but she adviced that only solution is divorce.As our parents are very orthodox, they don't support us at all. Her parents are threatening me that if we don't stay together , they will ruin my reputation in society, make sure i suffer financially and career wise also.My wife is also supporting them. what should I do?( Delhi, Delhi )",If all attempts failed for mutual divorce filed a divorce case when you have sufficient reason to contest and establish your case before the Court.,"Dear Sir,If they do not come forward for divorce you may file contesting divorce instead of mutual divorce and slowly you will get a divorce decree since you can establish the grounds for seeking divorce.",If all attempts failed for mutual divorce filed a divorce case when you have sufficient reason to contest and establish your case before the Court.
Q_479,Query,,query,,,,We live in joint family .our house is divided into three portions .our own portion is in the end .my father's elder brother left his portion and after 15 years they sold it to the other brother without our information even knowing that they could harm us or our property in a direct or indirect way.they had even threatened us .... What could we do ? Also can we also sell our portion seperately to anyone elese ?,"The Partition Deed is required to be scrutinised thoroughly. If the terms and schedules are clear, you would be able to sell your portion separately.","The Partition Deed is required to be scrutinised thoroughly. If the terms and schedules are clear, you would be able to sell your portion separately.","The Partition Deed is required to be scrutinised thoroughly. If the terms and schedules are clear, you would be able to sell your portion separately."
Q_480,Query,,query,,,,"My father passed away last year and the death claim ,job and pension is asked by the 2nd wife. Does she have the right to take the claim or can i get the claim?( Jabalpur, Madhya Pradesh )","Dear Sir,The history prevails about the second marriage. Whether such marriage happened during the subsistence of first marriage or not is to be considered.","Dear Sir,The history prevails about the second marriage. Whether such marriage happened during the subsistence of first marriage or not is to be considered.","Dear Sir,The history prevails about the second marriage. Whether such marriage happened during the subsistence of first marriage or not is to be considered."
Q_481,Query,,query,,,,"I live in Madhya Pradesh. I am married for 10 years and have a 9 yrs old son. My wife and I were having the disputes. Four months back my wife left the home without my knowledge and went to her parents house. After that she and her father has made the various false allegations against me like dowry, domestic violence, adultery, etc. through notarized affidavit. Now she wants to come back but I am asking her and her parents to tender unconditional apology in writing and mediation agreement to be signed which will have the conditions.
Is this the right way. What should be the value of non judicial stamp on which apology and mediation  agreement will be signed( Jabalpur, Madhya Pradesh )","even rupees 1 crore value of non judicial stamp on which apology and mediation agreement written have value of 0.usually come back in many cases is more risky.Hope this clarifies,Advocate Ankur Goel(Complete Law Shield)  #YourLifeYourChoiceNote - This is just a small advice and final advice can be given only after going through your case in detail .",Dear clientThere is no use of  apology agreement. Later She may complaint on you by threatening of my husband I wrote this agreement. Family life is depends upon understandings of both of the couples.  More over you people not only wife and husband you are parents. You can think about of your son also. Put trust on your wife.,No..if u dnt trust on ur wife.then simply give divorce and enjoy ur life happily
Q_482,Query,,query,,,,is rcr filed in police station or in court.how its process is?,"dear client in your case RCR is filed before the Family court. The process on a high level is to prepare a petition and submit before the Court.To prepare a RCR petition, you are requested to take professional help.","dear client in your case RCR is filed before the Family court. The process on a high level is to prepare a petition and submit before the Court.To prepare a RCR petition, you are requested to take professional help.",Court
Q_483,Query,,query,,,,"Hi ,

I got married 2 years before. Now i have a male child of 4 months. From the day of marriage i was mentally abused by my husband. He starting doubting me in all aspects. And he bet me within 4 days of my ceaserean surgery.

Now when i checked his mails i came to know that he had many illegal girls contact and was with many prostitutes before marriage and 1 girl has become pregnant because of him. Even after marriage he has messaged those girls and tried for prostitutes too.

Knowing all i am not ready to live with him. 

WILL I GET COMPENSATION IF I FILE DIVORCE CASE FROM MY END WITH THE ABOVE DETAILS

HOW TO PROCEED FURTHER( Chennai, Tamil Nadu )","Dear Client,In the present scenario, first and foremost, you should file a 498(a) case against your husband in the nearest Mahila Police Station. You can file a divorce case against your husband on the basis of grounds mentioned in section 13 of Hindu Marriage Act. So far as maintenance is concerned, you are eligible to take maintained under section 24 HMA and later permanent alimony.",You can file for maintenance. You can also lodge a complaint under domestic violence act (PWDV) and chewing under IPC.,You need to save and keep these as records and then you will have a fairly good ground for legal action against him. I can tell you how to save those records for giving evidence in a case.
Q_484,Query,,query,,,,"Respected sir, 
My father passed away one year after. He was an x service man. After his retirement a house has billed for resident by my fathers earned money. We're two sisters and one brother all are unmarried and age up then 25.at president days my mother and brother together wanted to drived away from the house.. They just want to exclude us from the house.. In this situation can we claim to sold the house and distribut the equal share among us. Is it possible, with out ours mothers will can we able to file partition suit against my mother and brothers wish.. Please give me the solution...( Siliguri, West Bengal )","Dear Madam,All of you get equal share as per following rule of law and accordingly you can file a suit for partition and get a share as well as restrain others from selling the property.======================================================================Section 8 of Hindu Schedule Act the wife is entitled as follows:====================================================================General rules of succession in the case of males.―The property of a male Hindu dying intestateshall devolve according to the provisions of this Chapter:―(a) firstly, upon the heirs, being the relatives specified in class I of the Schedule;CLASS ISon; daughter; widow; mother; son of a pre-deceased son; daughter of a pre-deceased son; son of a pre-deceased daughter; daughter of a pre-deceased daughter; widow of a pre-deceased son; son of a pre-deceased son of a pre-deceased son; daughter of a pre-deceased son of a pre-deceased son; widow of a pre-deceased son of a pre-deceased son.Thanks.","Dear Client,If your father has made a will before his death then the property shall be bestowed according to that. In case he has not done that, the property shall be divided equally among all his children and his wife. Try to get the succession certificate for the property and thereafter file a partition suit for yourself and your sister.Thanks.",If your father has died intestate. i.e without making a will then all the legal heirs shall have equal claim. In such a case even the sisters have a right to the property [of it being ancestral in nature].Thanks
Q_485,Query,,query,,,,"I was in relationship with one girl. She proposed for marriage and i accepted. We had intimacy. It was good. there were arguments and fights but we stayed together. Recently, with one fight she left. I have all the proofs that she promised to marry. And I invested my emotions and my energies. I used to help her also in career on belief that she would be my life partner.( Hyderabad, Telangana )","Dear Client,There can be no action for breach of promise unless a contract to marry has been made. There are no formal requirements regarding the contract. It need not to be evidenced by writing and the law prescribes no particular form of words. A promise by one person to marry another is not binding unless and until that other also promises to marry the first person. Mutual promises to marry may be implied from the conduct of the parties. A declaration of intention to marry another made to a third person will not constitute a promise unless communicated to the other person on the authority of the person making the declaration. While it is not necessary that the mutual promises should be concurrent, both should be made within a reasonable time of one another. An action for breach of promise to marry may be taken by a man as well as a woman. In modern times there have been instances of successful actions by men.Thank You","Dear Client,She is within her legal rights to quit the relationship and there are no laws to enforce your relationship since you are not yet married. So, it would be better if you talk to her and solve the matter between yourself.Thank you","Dear Client,She is within her legal rights to quit the relationship and there are no laws to enforce your relationship since you are not yet married. So, it would be better if you talk to her and solve the matter between yourself.Thank you"
Q_486,Query,,query,,,,"Hi, I am a 21-year-old girl. On July 14th, I left my home on my own free will after filing a NC stating the cause of this step was years continued domestic violence and attempt to forceful marriage by my parents. They have also denied giving me my earned money from last 2.5 years. While I moved out with the help of a friend, my parents went on to police and filed missing complaint. The police then started calling me repeatedly to visit the police station and give my statement. Also I had relocated to another city. I rather sent an affidavit, because I feared violence and detention if I visited police station. After receiving the affidavit, my parents managed to pressurize cops with a minister's letter stating to take action in this case. While I moved out with the help of a friend, my parents alleged that my friend and his family have killed and dumped me. These allegations were made to get hold of me. On the basis of these, police repeatedly contacted my friend and his family and landed up at my workplace to take my statement. I have given my statement to police in the police station, in front of my father. The police assured me verbally that they will not contact me henceforth and close the matter. I have explained to them that this causes me serious mental distress, taking a toll on my health and work. I have also mentioned that I am studying and it is affected as well. These allegations have also caused my friend and his family equal amount of stress and defamation since they only helped till I secured a job which was a month back after which I started living independently in a women’s hostel.

While giving my statement, the cops have taken down my current details - workplace and the hostel I stay in. I fear this information will be passed on to my family and I will be harassed. I also fear threat to my accommodation and job along with life since I know my parents are extremely aggressive, violent and orthodox. I had requested the cops to not give this information, which they said they won't and to provide me my documents like marksheets, birth certificates, etc, which are necessary and I am legally entitled to have. The cops then told me to visit the police station in my hometown and speak with their senior, i.e., tell him the whole issue and request him for my documents. I doubt if this will safe for me. I requested cops to courier the documents, which they refused. Also, after giving my statement, my father supposedly went back with the team of cops from hometown. However, I saw him in the city, near the police station where I gave my statement a day after also. 

I need advice on how to go about it in order to get my documents. I wish to continue staying where I am but I fear threat to my safety here because of my family. What legal remedies am I entitled to for my safety and to ensure a hassle-free life here?( Mumbai City, Maharashtra )",By advocate Rameshwor dadhe dear mam you should approach directly commessioner office. In women cell . Otherwise file complaint against Ur parents. Or approach with your lawyer. In police station,Change your hostel again.,Change your hostel again.
Q_487,Query,,query,,,,"My father want to gift a old house to me(daughter) as a gift.But he demolish old building and construct a new building and on some space of my brother. My father had sons and daughters. They give that building as gift for service to my parents. They didn't register only wrote on a 100rs stamp paper we will give as gift and whenever u required we will register on your name. Now my father was died but not registered . My brothers also not registering and they said not required please help me out of issue. We are at the house of my father and house tax was paying on my name only.( Guntur, Andhra Pradesh )","Hi,You will have to approach the Sub-Registrar's office for a mutation certificate, and also get the property registered there.If you found this helpful, please rate us.","Hi,Approach the Sub-Registrar's office and apply for a mutation certificate. You must also get the property registered there.If you found this helpful, please rate us.","Hi,You will have to approach the Sub-Registrar's office for a mutation certificate, and also get the property registered there.If you found this helpful, please rate us."
Q_488,Query,,query,,,,"I took an education loan for my higher studies in abroad, with my father as a co-applicant. Over this last one year, my family has fell apart. We are going through some extreme times as we found that my father had an affair for many years. Now, he has confiscated all my documents and is threatening to kick my mom and brother out of our house. Due to this, I’ve stopped paying my loan instalments, as I want to go home and seek legal advice. I’m worried that if I pay and clear the loan, he’ll sell the house and my family won’t have anywhere else to go. He is harassing them everyday and now the bank is threatening to report me to the embassy. I’ve paid 6 lakhs until now and I’ve stopped paying few months ago. Please share some genuine advice that can save us. Thanks.( Nashik, Maharashtra )","Respected client,You might want to report abuse and harassment by your father. The loan issue will be subsequently taken under the family  court.","Respected client,You might want to report abuse and harassment by your father. The loan issue will be subsequently taken under the family  court.","Respected client,You might want to report abuse and harassment by your father. The loan issue will be subsequently taken under the family  court."
Q_489,Query,,query,,,,"My mother in law harassing me a lot for last 7 years of my married life, i tolerated it a lot just to save my family reputation and to keep peace in family but i realized that its affected my health and mentally i am feeling stressed all the time, my husband himself trapped legally in property related matter with other relatives, and my mother in law supporting him financially, so my husband will not at all allow me to take legal action on my MIL, I cant go against my husband wish but also not capable to tolerate my MIL torturing I am totally confused please help and guide me what to do.( Mumbai suburban, Maharashtra )",dear client you need to seek better option to file complaint against your mother in law because if you file 498A or domestic violence complaint against your mother in law then indirectly all your in laws would be accused of such act. try to settle down your matter before women's counseling center at nearest police station.,File a complaint for domestic violence against your MIL.,Decision lies with you to choose the option given by me.
Q_490,Query,,query,,,,"Assalaamu Alaikkum 
Please give me a share details 
Dad Share ( He is no more now) 
Wife , one Son, one daughter (She is no more) 

Son has 3 children (2 Sons and 1 Daughter)

Daughter (no more live) has 3 daughters.( Cuddalore, Tamil Nadu )","As according to your personal Muslim laws, the wife will get 1/8th of the share of the property. The remaining shares will be divided to son and daughter. The part of share of son will be divided among his children and the part of daughter to her children equally. As it is not mentioned that property is testamentary or non testamentary so in Non-testamentary succession, the Muslim Personal Law (Shariat) Application Act, 1937 gets applied. On the other hand, one who has created his will before death, the inheritance is governed through this will.","Dear sir,Please approach local lawyer who is well versed on the issue.","Dear sir,Please approach local lawyer who is well versed on the issue."
Q_491,Query,,query,,,,"1) What is the process for court marriage

2) how much time it will takes

3) Fees for the whole process including court and advocate charges

4) Documents required

5) can we have the option to take dates

6) Can parents put an objection after the marriage if we are adults( East Delhi, Delhi )","Dear ClientCourt Marriage in one day1. Total cost Rs. 12500. no hiden cost. But if bride or groom has UP address then total cost Rs 90002. the age of boy should be 21+ and that of girl 18+.3. Total two witnesses who can be from any side and can be friends, parents, neighbours or relatives.4. The whole process will be done from NCR .5. The whole process takes 2-3 hours .5. Boy and girl should be Hindus, Sikhs, Budhists or Jains either by birth or converted .6. Choose any day from monday to friday provided no public holiday should be on that day.7. Boy , girl and witnesses can be from any where india or foreigners.8. In case of foreign national our fee extra.9. No notice or information is sent on boy's or girl's address.10. Arya Samaj and Court Marriage is done on the same day and is full proof of marriage world over and can not be challengedHope it helps.","Dear ClientCourt Marriage in one day1. Total cost Rs. 12500. no hiden cost. But if bride or groom has UP address then total cost Rs 90002. the age of boy should be 21+ and that of girl 18+.3. Total two witnesses who can be from any side and can be friends, parents, neighbours or relatives.4. The whole process will be done from NCR .5. The whole process takes 2-3 hours .5. Boy and girl should be Hindus, Sikhs, Budhists or Jains either by birth or converted .6. Choose any day from monday to friday provided no public holiday should be on that day.7. Boy , girl and witnesses can be from any where india or foreigners.8. In case of foreign national our fee extra.9. No notice or information is sent on boy's or girl's address.10. Arya Samaj and Court Marriage is done on the same day and is full proof of marriage world over and can not be challengedHope it helps.","Dear ClientCourt Marriage in one day1. Total cost Rs. 12500. no hiden cost. But if bride or groom has UP address then total cost Rs 90002. the age of boy should be 21+ and that of girl 18+.3. Total two witnesses who can be from any side and can be friends, parents, neighbours or relatives.4. The whole process will be done from NCR .5. The whole process takes 2-3 hours .5. Boy and girl should be Hindus, Sikhs, Budhists or Jains either by birth or converted .6. Choose any day from monday to friday provided no public holiday should be on that day.7. Boy , girl and witnesses can be from any where india or foreigners.8. In case of foreign national our fee extra.9. No notice or information is sent on boy's or girl's address.10. Arya Samaj and Court Marriage is done on the same day and is full proof of marriage world over and can not be challengedHope it helps."
Q_492,Query,,query,,,,"If there is any law for equal share to give a lady who married before 70( Thanjavur, Tamil Nadu )","Dear Sir,Partition suit is to be filed within 12 years as follows as such she cannot claim a share at this time.==================================================================================LIMITATION 12 YEARS FOR FILING SUIT FOR PARTITIONARTICLE 110 OF LIMITATION ACTWhen suit for partition will become barred by limitation?Article 106   of   the   Limitation   Act   provides   for   period   of   12   years   limitation   for   a distributive   share   of   the   property   of   intestate   against   other   person   illegally charged with the duty of distributing the estate.  Time begins under Article 106 when the legacy and share becomes payable or deliverable.  Under Article 110 of schedule¬ I of the Limitation Act, suit has to be filed within 12 years by a person excluded   from   joint   family   property   to  enforce   a   right   therein   which   time commences when the exclusion becomes known to the plaintiff.  Even if it is the case of the plaintiff that he was deprived of property of the deceased father by first defendant is concerned,Article¬106 of schedule ¬I to the Limitation Act would be attracted.   Consent award was declared on 15th April 1986.  Decree interms of consent award was passed in 1991 whereas suit is filed on 6th  April 2011.  Prayer (b) thus in my view is on the face of it barred by law of limitation.IN THE HIGH COURT OF JUDICATURE AT BOMBAY ORDINARY ORIGINAL CIVIL JURISDICTIONSUIT NO. 808 OF 2011Naresh Lachmandas AswaniVs.Haridas alias Hardas LachmandasCORAM : R.D. DHANUKA, J.Dated: 18th OCTOBER, 2013Citation: 2016 (4) ALLMR 286By an order dated 26th  July, 2012 passed by this court, two issues were framed under section 9A of the Code of Civil Procedure, 1908 in Notice of Motion NO. 1157 of 2011.  In view of the issues framed under section  9A of the Code of Civil Procedure, 1908 to be tried as jurisdictional issue, both parties were given opportunity to lead oral evidence on the jurisdictional issues framed by this court. Learned counsel have addressed on those issues which are answered by this court in the later part of the judgment.ARTICLE 106 OF LIMITATION ACT MAY BE VIEWED online.",state complete facts to get a complete revert,state complete facts to get a complete revert
Q_493,Query,,query,,,,"My sister in law requires her jewellery in her custody which is right now in our common family locker. We are ready to give her but wanted to know what evidence should we keep incase she lies that we haven't handed over jewellery to her. Pls advise( Mumbai suburban, Maharashtra )",Take written from her . Or with video recorder or photos,"get a thumb impression and signature on written Acknowledgement. thumb impression will be very helpful. Also, if you can take a video also.",Take written acknowledgment of her and her parents under CCTV coverage.If my answer is helpful to you then please give my FIVE STAR
